complaint_id,customer_id,complaint_date,category,severity,status,resolution_days
CP1452,C10441,2026-04-01,Pricing,Low,Resolved,8
CP1453,C10440,2026-01-23,Service,Low,Open,12
CP1454,C10524,2025-12-23,Delivery,Medium,Resolved,25
CP1455,C10726,2026-02-02,Service,Low,Resolved,20
CP1456,C10944,2025-12-16,Technical,High,Pending,4
CP1457,C10794,2025-09-01,Pricing,High,Resolved,8
CP1458,C10235,2026-04-18,Service,Low,Resolved,15
CP1459,C10522,2026-08-02,Account,Low,Resolved,5
CP1460,C10928,2026-07-06,Service,Medium,Open,27
CP1461,C10569,2025-09-09,Pricing,Low,Resolved,5
CP1462,C10707,2026-08-16,Payment,High,Open,10
CP1463,C10163,2025-01-22,Payment,Low,Resolved,13
CP1464,C10511,2025-01-04,Account,Low,Resolved,21
CP1465,C10794,2025-10-02,Payment,Low,Resolved,4
CP1466,C10008,2025-10-19,Service,Low,Resolved,15
CP1467,C10455,2025-09-29,Service,High,Resolved,9
CP1468,C10799,2025-12-08,Payment,Low,Resolved,13
CP1469,C10661,2025-07-11,Service,Low,Pending,7
CP1470,C10199,2025-03-04,Payment,Low,Open,12
CP1471,C10326,2025-08-29,Service,Medium,Open,22
CP1472,C10681,2026-07-26,Service,Low,Pending,8
CP1473,C10257,2025-07-24,Pricing,Low,Open,23
CP1474,C10628,2025-09-18,Technical,High,Resolved,19
CP1475,C10866,2026-07-21,Technical,Medium,Resolved,2
CP1476,C10290,2025-04-02,Payment,High,Resolved,9
CP1477,C10048,2026-02-21,Pricing,Medium,Open,29
CP1478,C10243,2025-11-18,Payment,Low,Pending,27
CP1479,C10928,2025-08-20,Delivery,Low,Open,18
CP1480,C10985,2025-08-23,Payment,Low,Open,10
CP1481,C10366,2025-07-29,Pricing,Medium,Resolved,8
CP1482,C10830,2026-03-02,Technical,Low,Resolved,22
CP1483,C10881,2025-03-11,Delivery,Low,Resolved,6
CP1484,C10234,2025-05-25,Delivery,Medium,Open,15
CP1485,C10545,2025-01-16,Pricing,Low,Open,1
CP1486,C10854,2026-07-11,Service,High,Resolved,14
CP1487,C10114,2026-07-04,Service,Medium,Open,17
CP1488,C10261,2025-02-13,Pricing,Low,Resolved,24
CP1489,C10427,2026-03-19,Pricing,Medium,Open,7
CP1490,C10572,2025-10-12,Account,Low,Open,22
CP1491,C10672,2025-11-07,Payment,Medium,Resolved,11
CP1492,C10327,2025-04-10,Service,Low,Pending,13
CP1493,C10104,2026-08-17,Delivery,Low,Resolved,25
CP1494,C10218,2025-09-11,Pricing,Medium,Resolved,5
CP1495,C10602,2025-06-11,Technical,High,Resolved,14
CP1496,C10242,2025-11-26,Account,Low,Resolved,2
CP1497,C10313,2026-03-31,Pricing,Low,Resolved,11
CP1498,C10680,2025-10-05,Account,Medium,Pending,30
CP1499,C10379,2026-06-18,Technical,High,Resolved,26
CP1500,C10818,2025-06-03,Delivery,Low,Open,9
CP1501,C10812,2025-07-01,Delivery,Low,Resolved,12
CP1502,C10799,2026-06-13,Technical,Low,Open,6
CP1503,C10240,2025-03-19,Account,Low,Resolved,19
CP1504,C10462,2026-07-18,Pricing,Low,Pending,9
CP1505,C10701,2025-03-14,Service,Medium,Resolved,30
CP1506,C10146,2026-06-18,Account,Low,Open,21
CP1507,C10534,2025-09-21,Service,Medium,Resolved,6
CP1508,C10247,2026-02-19,Pricing,Low,Open,16
CP1509,C10644,2026-01-19,Service,Medium,Resolved,15
CP1510,C10690,2025-07-17,Pricing,Low,Pending,15
CP1511,C10951,2025-08-28,Pricing,Medium,Open,5
CP1512,C10404,2025-03-17,Delivery,Medium,Resolved,19
CP1513,C10931,2026-08-10,Technical,Low,Open,14
CP1514,C10095,2025-05-27,Service,Medium,Resolved,18
CP1515,C10832,2025-06-28,Service,Low,Resolved,16
CP1516,C10481,2026-04-29,Technical,Medium,Open,24
CP1517,C10866,2026-06-15,Technical,Medium,Resolved,19
CP1518,C10057,2026-05-06,Service,Low,Resolved,18
CP1519,C10888,2026-04-14,Account,Medium,Resolved,6
CP1520,C10152,2026-04-15,Technical,Low,Open,14
CP1521,C10238,2026-07-02,Technical,Medium,Pending,16
CP1522,C10983,2025-04-06,Pricing,Low,Resolved,13
CP1523,C10689,2026-06-25,Technical,High,Resolved,8
CP1524,C10708,2025-12-07,Account,Medium,Resolved,9
CP1525,C10035,2025-09-19,Technical,Low,Resolved,23
CP1526,C10669,2026-01-24,Service,Medium,Resolved,4
CP1527,C10212,2025-01-15,Service,Low,Resolved,4
CP1528,C10922,2026-02-20,Technical,Low,Open,5
CP1529,C10051,2026-04-30,Service,Low,Resolved,4
CP1530,C10077,2025-05-11,Technical,Low,Open,14
CP1531,C10134,2025-04-06,Pricing,Medium,Pending,22
CP1532,C10218,2026-05-29,Service,Low,Resolved,26
CP1533,C10154,2025-09-15,Pricing,Medium,Resolved,1
CP1534,C10564,2025-08-24,Payment,High,Resolved,4
CP1535,C10519,2025-07-07,Payment,Medium,Open,2
CP1536,C10952,2026-05-08,Pricing,Low,Resolved,2
CP1537,C10899,2025-10-24,Technical,Low,Resolved,13
CP1538,C10727,2026-01-29,Account,Medium,Resolved,18
CP1539,C10739,2025-12-29,Account,High,Resolved,25
CP1540,C10807,2025-02-04,Service,Medium,Resolved,24
CP1541,C10188,2025-12-21,Pricing,Low,Resolved,29
CP1542,C10925,2025-12-04,Service,High,Resolved,7
CP1543,C10534,2025-10-24,Account,Low,Open,1
CP1544,C10759,2026-01-03,Pricing,High,Open,5
CP1545,C10630,2026-01-30,Payment,High,Resolved,16
CP1546,C10861,2025-03-18,Payment,Low,Open,17
CP1547,C10818,2025-04-20,Payment,Low,Resolved,5
CP1548,C10812,2026-01-23,Delivery,Medium,Open,16
CP1549,C10650,2025-02-12,Account,High,Open,2
CP1550,C10419,2025-09-01,Technical,Medium,Open,26
CP1551,C10118,2025-09-17,Service,Low,Resolved,30
CP1552,C10118,2025-02-04,Delivery,Low,Pending,27
CP1553,C10154,2025-06-21,Pricing,Medium,Pending,20
CP1554,C10369,2025-10-18,Delivery,Low,Open,24
CP1555,C10824,2026-05-14,Account,Medium,Resolved,18
CP1556,C10252,2026-08-04,Account,Low,Resolved,14
CP1557,C10450,2025-01-21,Pricing,Low,Resolved,15
CP1558,C10000,2026-07-16,Pricing,Low,Resolved,30
CP1559,C10428,2025-10-12,Payment,Low,Pending,1
CP1560,C10860,2025-01-25,Technical,Medium,Resolved,17
CP1561,C10848,2025-02-27,Delivery,Low,Open,14
CP1562,C10518,2025-09-20,Service,Medium,Resolved,24
CP1563,C10621,2026-04-22,Account,Medium,Pending,19
CP1564,C10161,2026-03-28,Technical,Medium,Resolved,4
CP1565,C10866,2026-06-07,Account,Low,Resolved,29
CP1566,C10405,2025-09-03,Service,Medium,Pending,6
CP1567,C10354,2026-04-30,Payment,Medium,Pending,17
CP1568,C10599,2026-06-18,Payment,Low,Pending,23
CP1569,C10171,2025-06-10,Technical,High,Open,2
CP1570,C10773,2025-08-14,Payment,Low,Resolved,15
CP1571,C10362,2025-07-23,Service,Low,Resolved,15
CP1572,C10192,2025-09-05,Delivery,Low,Resolved,19
CP1573,C10037,2026-07-07,Delivery,Low,Resolved,16
CP1574,C10323,2025-03-02,Delivery,Low,Resolved,21
CP1575,C10215,2025-10-11,Technical,Low,Open,24
CP1576,C10774,2025-05-18,Service,Low,Pending,30
CP1577,C10874,2026-06-19,Delivery,Low,Open,22
CP1578,C10716,2025-04-16,Account,Medium,Resolved,16
CP1579,C10912,2025-12-14,Technical,Low,Resolved,5
CP1580,C10789,2025-08-06,Account,Low,Pending,29
CP1581,C10492,2025-10-29,Pricing,Medium,Resolved,26
CP1582,C10785,2026-07-12,Service,Low,Resolved,30
CP1583,C10627,2025-08-31,Technical,Medium,Open,16
CP1584,C10102,2025-06-04,Technical,High,Open,27
CP1585,C10621,2025-09-27,Pricing,Medium,Pending,20
CP1586,C10499,2025-02-26,Technical,Low,Resolved,21
CP1587,C10784,2025-10-11,Delivery,Low,Open,5
CP1588,C10269,2026-02-28,Service,Medium,Pending,1
CP1589,C10458,2025-07-15,Service,Low,Resolved,17
CP1590,C10057,2026-06-18,Service,Low,Resolved,4
CP1591,C10966,2025-03-05,Pricing,High,Resolved,29
CP1592,C10435,2026-07-25,Technical,Low,Resolved,3
CP1593,C10946,2025-03-27,Pricing,Low,Pending,16
CP1594,C10814,2026-08-13,Account,Medium,Resolved,15
CP1595,C10106,2026-08-31,Delivery,High,Open,30
CP1596,C10366,2026-04-26,Pricing,Low,Resolved,4
CP1597,C10960,2026-06-06,Service,Medium,Resolved,3
CP1598,C10739,2025-03-29,Delivery,Low,Resolved,8
CP1599,C10766,2025-08-14,Account,Medium,Open,11
CP1600,C10696,2025-06-07,Payment,High,Resolved,3
CP1601,C10670,2025-08-26,Delivery,Low,Resolved,15
CP1602,C10263,2025-04-25,Delivery,Medium,Open,25
CP1603,C10498,2026-08-30,Payment,Medium,Resolved,26
CP1604,C10543,2025-11-21,Account,Medium,Resolved,10
CP1605,C10338,2025-11-27,Account,Low,Open,4
CP1606,C10377,2025-01-14,Service,Medium,Resolved,22
CP1607,C10998,2025-10-05,Delivery,Low,Open,2
CP1608,C10385,2026-01-20,Account,Low,Open,3
CP1609,C10827,2025-09-11,Payment,Medium,Resolved,23
CP1610,C10205,2026-06-23,Technical,Medium,Pending,28
CP1611,C10738,2025-07-03,Technical,Medium,Pending,21
CP1612,C10018,2025-06-26,Account,Medium,Resolved,30
CP1613,C10821,2025-08-21,Technical,Medium,Resolved,27
CP1614,C10709,2025-02-15,Delivery,High,Open,22
CP1615,C10323,2025-10-05,Technical,Medium,Resolved,7
CP1616,C10399,2026-03-06,Payment,High,Pending,25
CP1617,C10001,2025-12-18,Payment,Low,Resolved,1
CP1618,C10713,2025-12-23,Service,Low,Pending,23
CP1619,C10324,2026-04-02,Pricing,Low,Resolved,10
CP1620,C10773,2026-04-24,Payment,Medium,Pending,1
CP1621,C10986,2025-06-18,Pricing,Low,Resolved,28
CP1622,C10284,2025-05-27,Technical,Low,Resolved,21
CP1623,C10539,2025-04-10,Pricing,Medium,Open,17
CP1624,C10029,2026-04-07,Service,Low,Open,29
CP1625,C10935,2025-07-26,Delivery,High,Open,14
CP1626,C10357,2025-11-14,Technical,Medium,Resolved,8
CP1627,C10625,2026-07-05,Technical,Low,Resolved,28
CP1628,C10551,2025-11-17,Payment,Medium,Resolved,26
CP1629,C10304,2026-05-18,Pricing,High,Open,30
CP1630,C10236,2025-11-06,Service,Low,Resolved,11
CP1631,C10470,2026-05-19,Service,High,Resolved,6
CP1632,C10401,2025-06-07,Payment,Medium,Open,2
CP1633,C10108,2025-05-27,Service,High,Pending,29
CP1634,C10880,2025-09-21,Account,Medium,Resolved,3
CP1635,C10768,2026-05-30,Technical,Medium,Resolved,5
CP1636,C10226,2026-07-09,Delivery,Medium,Resolved,11
CP1637,C10763,2026-05-11,Account,High,Open,23
CP1638,C10045,2026-02-24,Technical,High,Resolved,14
CP1639,C10875,2025-09-10,Account,Low,Pending,15
CP1640,C10883,2025-09-21,Service,Medium,Resolved,12
CP1641,C10593,2025-02-03,Service,Low,Resolved,8
CP1642,C10029,2026-07-20,Payment,Low,Open,22
CP1643,C10104,2026-01-05,Account,Low,Resolved,15
CP1644,C10997,2026-01-24,Account,Low,Resolved,18
CP1645,C10040,2026-08-28,Payment,High,Resolved,9
CP1646,C10057,2025-08-08,Payment,Medium,Resolved,15
CP1647,C10059,2025-11-29,Delivery,Low,Resolved,11
CP1648,C10741,2026-06-21,Payment,Low,Resolved,7
CP1649,C10392,2026-03-08,Payment,Low,Open,23
CP1650,C10628,2026-01-15,Pricing,Low,Resolved,25
CP1651,C10762,2026-03-28,Account,Medium,Resolved,8
CP1652,C10343,2025-07-29,Service,High,Resolved,9
CP1653,C10570,2026-04-14,Pricing,Low,Pending,28
CP1654,C10227,2025-06-24,Pricing,Low,Resolved,8
CP1655,C10449,2025-07-03,Pricing,Medium,Resolved,30
CP1656,C10580,2025-05-01,Pricing,High,Pending,13
CP1657,C10847,2025-04-18,Technical,Medium,Resolved,22
CP1658,C10177,2026-07-27,Payment,Low,Pending,3
CP1659,C10946,2026-06-10,Delivery,Medium,Resolved,13
CP1660,C10393,2026-04-03,Service,High,Resolved,20
CP1661,C10884,2026-02-23,Account,Medium,Open,26
CP1662,C10288,2025-10-05,Payment,Medium,Resolved,5
CP1663,C10003,2026-04-13,Technical,Low,Resolved,24
CP1664,C10047,2025-08-21,Account,Low,Resolved,13
CP1665,C10020,2026-07-28,Delivery,Low,Open,26
CP1666,C10539,2025-12-25,Pricing,Medium,Resolved,26
CP1667,C10267,2025-09-15,Pricing,Medium,Pending,6
CP1668,C10188,2025-11-13,Account,Low,Open,10
CP1669,C10433,2025-01-12,Service,Medium,Open,18
CP1670,C10062,2025-08-16,Technical,High,Resolved,3
CP1671,C10969,2026-04-26,Account,Low,Open,26
CP1672,C10749,2025-11-12,Account,High,Resolved,11
CP1673,C10605,2025-01-26,Service,Low,Open,8
CP1674,C10038,2026-05-13,Service,Low,Pending,18
CP1675,C10044,2026-05-17,Service,High,Resolved,13
CP1676,C10631,2025-06-29,Payment,Medium,Open,3
CP1677,C10070,2026-05-30,Delivery,High,Resolved,18
CP1678,C10890,2025-05-10,Pricing,Low,Open,19
CP1679,C10049,2026-08-08,Payment,High,Open,28
CP1680,C10602,2025-01-30,Pricing,Medium,Resolved,3
CP1681,C10803,2025-02-04,Payment,Low,Open,16
CP1682,C10404,2026-04-17,Delivery,Low,Resolved,8
CP1683,C10975,2025-11-06,Payment,High,Resolved,20
CP1684,C10635,2025-10-18,Delivery,Low,Resolved,8
CP1685,C10685,2025-04-23,Payment,Medium,Resolved,4
CP1686,C10609,2026-03-22,Delivery,Low,Open,20
CP1687,C10517,2025-02-26,Pricing,Low,Resolved,11
CP1688,C10129,2026-01-16,Pricing,Medium,Resolved,2
CP1689,C10489,2026-03-25,Pricing,Medium,Pending,19
CP1690,C10422,2025-01-11,Delivery,Low,Resolved,27
CP1691,C10659,2025-06-29,Technical,High,Resolved,22
CP1692,C10139,2026-02-09,Account,High,Resolved,30
CP1693,C10641,2025-07-05,Service,Low,Resolved,18
CP1694,C10380,2025-06-21,Delivery,Low,Resolved,24
CP1695,C10145,2025-06-08,Account,Low,Open,10
CP1696,C10424,2026-01-18,Delivery,Low,Open,4
CP1697,C10351,2025-06-07,Pricing,Low,Pending,13
CP1698,C10620,2025-01-11,Pricing,Low,Resolved,27
CP1699,C10470,2025-03-09,Payment,Low,Pending,26
CP1700,C10182,2025-05-24,Delivery,Low,Pending,7
CP1701,C10657,2025-08-21,Payment,Low,Resolved,3
CP1702,C10048,2025-12-29,Account,Low,Open,7
CP1703,C10023,2026-04-09,Technical,High,Resolved,22
CP1704,C10354,2025-07-19,Service,Medium,Resolved,11
CP1705,C10128,2026-02-15,Account,Medium,Resolved,12
CP1706,C10557,2025-01-26,Payment,Medium,Resolved,28
CP1707,C10111,2025-10-31,Account,Medium,Resolved,22
CP1708,C10340,2026-02-19,Pricing,Medium,Resolved,23
CP1709,C10271,2026-07-04,Pricing,Medium,Resolved,30
CP1710,C10692,2025-08-24,Payment,Low,Open,19
CP1711,C10616,2025-02-11,Pricing,Medium,Resolved,24
CP1712,C10373,2026-01-07,Technical,Medium,Resolved,23
CP1713,C10802,2026-02-16,Service,Medium,Resolved,6
CP1714,C10664,2025-08-08,Service,Low,Resolved,4
CP1715,C10295,2025-04-10,Delivery,Low,Open,6
CP1716,C10671,2026-03-07,Technical,Medium,Open,23
CP1717,C10970,2026-03-01,Payment,Low,Resolved,11
CP1718,C10572,2026-03-06,Pricing,Low,Resolved,19
CP1719,C10543,2026-03-18,Pricing,High,Resolved,23
CP1720,C10348,2025-10-07,Pricing,Medium,Pending,30
CP1721,C10251,2025-05-22,Pricing,Low,Pending,15
CP1722,C10138,2025-12-31,Account,Medium,Resolved,21
CP1723,C10200,2026-04-16,Delivery,Low,Resolved,13
CP1724,C10674,2025-05-22,Account,Low,Open,8
CP1725,C10584,2025-10-11,Payment,Low,Resolved,6
CP1726,C10972,2025-10-23,Payment,Medium,Resolved,29
CP1727,C10300,2025-09-28,Technical,High,Resolved,29
CP1728,C10373,2025-04-05,Technical,Medium,Open,30
CP1729,C10401,2026-07-27,Technical,Medium,Resolved,7
CP1730,C10116,2026-01-19,Technical,Medium,Resolved,13
CP1731,C10998,2025-05-13,Delivery,High,Resolved,27
CP1732,C10660,2026-04-17,Payment,Low,Open,23
CP1733,C10844,2026-01-05,Account,Low,Open,3
CP1734,C10480,2025-12-26,Payment,Medium,Open,8
CP1735,C10040,2025-07-16,Technical,Low,Resolved,7
CP1736,C10873,2025-05-05,Payment,Low,Resolved,10
CP1737,C10625,2025-08-03,Technical,Low,Open,4
CP1738,C10710,2025-11-19,Account,Low,Resolved,21
CP1739,C10327,2025-07-05,Payment,High,Open,28
CP1740,C10010,2025-02-03,Account,Medium,Open,5
CP1741,C10522,2025-07-09,Pricing,Low,Open,5
CP1742,C10950,2025-09-16,Account,Medium,Open,18
CP1743,C10671,2026-09-01,Account,Low,Open,8
CP1744,C10922,2025-01-03,Technical,High,Open,26
CP1745,C10219,2026-05-05,Technical,Low,Resolved,24
CP1746,C10802,2025-01-15,Payment,Medium,Resolved,15
CP1747,C10529,2025-04-27,Delivery,High,Open,6
CP1748,C10318,2025-12-15,Service,Medium,Resolved,27
CP1749,C10523,2026-01-13,Service,High,Resolved,3
CP1750,C10146,2025-05-03,Pricing,Low,Open,30
CP1751,C10945,2025-09-12,Technical,High,Pending,9
CP1752,C10745,2025-12-31,Delivery,Low,Resolved,1
CP1753,C10297,2025-03-08,Payment,Medium,Pending,19
CP1754,C10691,2026-07-21,Service,High,Pending,27
CP1755,C10807,2025-03-31,Account,High,Resolved,29
CP1756,C10740,2025-09-03,Pricing,Low,Open,2
CP1757,C10775,2025-08-04,Delivery,Low,Resolved,27
CP1758,C10886,2025-01-18,Pricing,High,Pending,30
CP1759,C10938,2026-03-01,Service,Low,Pending,26
CP1760,C10916,2026-06-02,Account,Low,Open,2
CP1761,C10789,2025-05-13,Account,Low,Open,17
CP1762,C10397,2026-07-10,Pricing,Low,Resolved,6
CP1763,C10641,2025-09-15,Service,Medium,Resolved,8
CP1764,C10006,2025-10-23,Payment,High,Open,5
CP1765,C10199,2026-05-14,Pricing,Low,Resolved,26
CP1766,C10174,2026-06-10,Payment,Low,Pending,27
CP1767,C10719,2025-06-21,Service,Low,Pending,6
CP1768,C10471,2026-04-22,Service,Low,Resolved,16
CP1769,C10440,2025-03-14,Technical,Medium,Pending,14
CP1770,C10952,2026-01-04,Payment,Low,Resolved,9
CP1771,C10267,2026-05-31,Delivery,Medium,Open,9
CP1772,C10574,2026-05-23,Account,Low,Resolved,16
CP1773,C10838,2026-08-17,Delivery,Low,Pending,2
CP1774,C10180,2026-05-10,Delivery,Low,Open,22
CP1775,C10020,2025-01-12,Service,Medium,Resolved,9
CP1776,C10549,2025-07-30,Service,Medium,Pending,12
CP1777,C10317,2026-06-26,Technical,Low,Resolved,23
CP1778,C10104,2026-08-29,Payment,Medium,Resolved,6
CP1779,C10684,2025-12-25,Pricing,Low,Resolved,30
CP1780,C10224,2025-05-18,Pricing,Medium,Pending,9
CP1781,C10284,2025-07-11,Payment,Low,Resolved,1
CP1782,C10789,2025-08-12,Service,Low,Open,15
CP1783,C10561,2025-06-20,Account,Low,Open,27
CP1784,C10874,2025-11-05,Delivery,Medium,Resolved,26
CP1785,C10976,2026-05-07,Pricing,Medium,Pending,15
CP1786,C10819,2026-03-30,Delivery,Low,Open,12
CP1787,C10122,2025-05-25,Pricing,Low,Open,29
CP1788,C10994,2025-07-13,Payment,Medium,Open,28
CP1789,C10846,2026-07-21,Payment,Low,Resolved,13
CP1790,C10522,2025-12-05,Service,Medium,Resolved,8
CP1791,C10300,2026-07-31,Account,Medium,Pending,22
CP1792,C10107,2026-03-24,Account,Medium,Resolved,20
CP1793,C10645,2026-03-23,Technical,Low,Resolved,27
CP1794,C10981,2026-05-03,Payment,Low,Resolved,25
CP1795,C10436,2026-08-02,Payment,Medium,Open,21
CP1796,C10070,2026-04-28,Service,Low,Resolved,13
CP1797,C10538,2025-05-18,Pricing,Low,Open,22
CP1798,C10373,2025-06-21,Service,Low,Resolved,13
CP1799,C10222,2025-09-23,Account,Low,Resolved,18
CP1800,C10027,2026-07-08,Account,Medium,Pending,24
CP1801,C10800,2026-06-05,Technical,Medium,Resolved,15
CP1802,C10840,2026-06-06,Service,Low,Resolved,14
CP1803,C10859,2025-03-07,Technical,Medium,Resolved,30
CP1804,C10284,2025-07-23,Delivery,Low,Resolved,22
CP1805,C10878,2025-06-24,Technical,Medium,Resolved,17
CP1806,C10382,2026-05-28,Service,Low,Open,1
CP1807,C10115,2025-09-20,Account,Low,Resolved,27
CP1808,C10482,2025-09-27,Service,Medium,Resolved,13
CP1809,C10428,2025-11-07,Account,Medium,Pending,30
CP1810,C10879,2025-06-17,Pricing,High,Resolved,6
CP1811,C10940,2026-04-14,Payment,Low,Resolved,28
CP1812,C10904,2026-07-03,Payment,Medium,Resolved,17
CP1813,C10787,2025-08-26,Delivery,Low,Open,10
CP1814,C10411,2025-12-14,Pricing,High,Resolved,26
CP1815,C10895,2025-08-26,Pricing,Low,Open,23
CP1816,C10967,2025-10-17,Delivery,High,Open,16
CP1817,C10026,2025-01-25,Technical,Low,Resolved,23
CP1818,C10134,2025-04-12,Pricing,Medium,Pending,19
CP1819,C10729,2025-07-11,Delivery,Medium,Resolved,12
CP1820,C10929,2025-01-16,Service,Low,Open,5
CP1821,C10955,2025-02-06,Pricing,High,Open,22
CP1822,C10158,2026-02-19,Delivery,High,Resolved,13
CP1823,C10648,2025-07-21,Delivery,High,Resolved,11
CP1824,C10727,2026-04-23,Pricing,High,Resolved,4
CP1825,C10054,2026-06-19,Payment,Medium,Open,11
CP1826,C10734,2026-01-01,Account,Medium,Resolved,27
CP1827,C10821,2025-03-02,Payment,Low,Open,9
CP1828,C10485,2026-01-19,Delivery,High,Open,13
CP1829,C10849,2025-09-19,Payment,Medium,Resolved,18
CP1830,C10506,2025-11-22,Technical,High,Resolved,5
CP1831,C10202,2025-01-19,Pricing,High,Pending,30
CP1832,C10949,2025-05-16,Technical,Low,Open,24
CP1833,C10088,2025-09-28,Technical,Low,Open,25
CP1834,C10722,2026-01-04,Payment,Medium,Resolved,18
CP1835,C10813,2025-07-06,Delivery,Medium,Resolved,2
CP1836,C10722,2026-07-02,Delivery,Medium,Resolved,30
CP1837,C10687,2026-06-18,Account,Low,Resolved,11
CP1838,C10641,2025-11-16,Delivery,High,Open,14
CP1839,C10190,2025-03-02,Service,Low,Pending,13
CP1840,C10801,2025-03-03,Payment,Medium,Resolved,17
CP1841,C10406,2025-07-11,Payment,Low,Pending,28
CP1842,C10249,2025-11-03,Pricing,Medium,Open,10
CP1843,C10930,2026-01-29,Pricing,Low,Resolved,4
CP1844,C10466,2025-03-27,Technical,Low,Resolved,3
CP1845,C10383,2026-03-25,Payment,Low,Resolved,5
CP1846,C10480,2025-04-06,Delivery,Medium,Resolved,11
CP1847,C10822,2026-02-11,Service,Low,Resolved,24
CP1848,C10396,2026-05-27,Delivery,High,Resolved,28
CP1849,C10360,2026-03-22,Service,Medium,Resolved,8
CP1850,C10498,2026-06-13,Service,Medium,Resolved,7
CP1851,C10316,2026-05-04,Pricing,Low,Open,24
CP1852,C10487,2026-03-12,Service,Low,Resolved,27
CP1853,C10791,2026-03-27,Account,Medium,Resolved,29
CP1854,C10598,2025-10-15,Pricing,High,Resolved,29
CP1855,C10312,2025-08-12,Technical,Low,Resolved,22
CP1856,C10678,2025-02-15,Service,Medium,Resolved,11
CP1857,C10481,2026-05-01,Delivery,Low,Pending,29
CP1858,C10274,2025-08-11,Payment,Low,Resolved,18
CP1859,C10694,2026-04-11,Pricing,Medium,Open,29
CP1860,C10688,2025-03-10,Payment,Medium,Resolved,5
CP1861,C10537,2025-09-12,Pricing,Medium,Resolved,8
CP1862,C10066,2026-02-10,Account,Medium,Resolved,12
CP1863,C10171,2026-05-17,Technical,Medium,Resolved,18
CP1864,C10237,2025-11-24,Payment,Low,Resolved,25
CP1865,C10729,2025-02-13,Delivery,High,Resolved,30
CP1866,C10340,2025-04-27,Delivery,Low,Resolved,6
CP1867,C10623,2025-01-30,Delivery,Low,Resolved,21
CP1868,C10697,2025-12-20,Technical,High,Resolved,11
CP1869,C10695,2025-05-23,Technical,Medium,Pending,19
CP1870,C10792,2025-10-11,Technical,Low,Resolved,6
CP1871,C10553,2025-12-09,Technical,Low,Open,23
CP1872,C10612,2025-06-26,Technical,Medium,Resolved,16
CP1873,C10781,2025-06-08,Payment,Low,Resolved,11
CP1874,C10323,2025-06-17,Pricing,Low,Pending,25
CP1875,C10961,2026-07-26,Delivery,Low,Pending,14
CP1876,C10572,2025-09-10,Payment,Medium,Resolved,9
CP1877,C10886,2025-03-04,Payment,High,Resolved,25
CP1878,C10553,2026-03-02,Account,Low,Resolved,29
CP1879,C10851,2026-03-26,Account,Medium,Resolved,2
CP1880,C10508,2026-05-20,Technical,High,Resolved,14
CP1881,C10380,2026-04-08,Account,Medium,Resolved,13
CP1882,C10461,2025-07-22,Payment,Low,Resolved,16
CP1883,C10127,2026-07-19,Technical,Low,Open,5
CP1884,C10957,2025-07-30,Technical,Low,Resolved,1
CP1885,C10470,2026-08-24,Payment,Low,Resolved,22
CP1886,C10386,2025-09-17,Technical,Low,Pending,14
CP1887,C10114,2025-04-13,Technical,Medium,Pending,13
CP1888,C10701,2025-10-12,Delivery,Low,Pending,28
CP1889,C10845,2026-06-20,Payment,Low,Open,5
CP1890,C10813,2025-09-09,Service,High,Resolved,15
CP1891,C10645,2025-04-16,Payment,Medium,Pending,27
CP1892,C10964,2025-11-05,Technical,Medium,Resolved,30
CP1893,C10951,2026-06-02,Pricing,Low,Open,12
CP1894,C10266,2026-07-23,Pricing,Low,Resolved,4
CP1895,C10560,2025-01-16,Technical,High,Resolved,27
CP1896,C10264,2026-06-08,Delivery,Low,Resolved,29
CP1897,C10605,2025-11-13,Delivery,Low,Open,21
CP1898,C10586,2025-10-05,Service,Low,Resolved,18
CP1899,C10061,2025-03-15,Payment,Medium,Pending,7
CP1900,C10824,2025-08-10,Payment,Low,Open,7
CP1901,C10325,2026-04-27,Service,Medium,Resolved,14
CP1902,C10062,2025-09-08,Delivery,Low,Resolved,16
CP1903,C10498,2025-05-07,Pricing,Low,Open,11
CP1904,C10218,2025-11-23,Pricing,Low,Pending,18
CP1905,C10946,2025-05-26,Technical,High,Open,24
CP1906,C10826,2025-09-02,Account,Low,Resolved,17
CP1907,C10974,2025-03-17,Account,Medium,Open,2
CP1908,C10276,2026-06-03,Service,High,Resolved,27
CP1909,C10306,2025-08-17,Pricing,Medium,Resolved,3
CP1910,C10404,2025-10-14,Delivery,Low,Resolved,13
CP1911,C10235,2025-05-04,Payment,Medium,Resolved,10
CP1912,C10142,2025-10-17,Delivery,Low,Resolved,26
CP1913,C10665,2025-07-06,Service,Low,Resolved,2
CP1914,C10466,2025-03-17,Technical,Low,Open,10
CP1915,C10637,2025-03-14,Account,Low,Resolved,26
CP1916,C10953,2025-05-16,Delivery,Low,Resolved,20
CP1917,C10499,2026-04-12,Delivery,Low,Open,26
CP1918,C10174,2025-05-03,Service,Low,Resolved,3
CP1919,C10181,2025-12-30,Service,Low,Pending,13
CP1920,C10995,2025-09-04,Technical,Low,Resolved,1
CP1921,C10767,2026-01-24,Payment,Low,Pending,20
CP1922,C10747,2025-02-20,Account,Low,Open,6
CP1923,C10031,2025-07-09,Pricing,Low,Pending,4
CP1924,C10574,2025-12-16,Payment,High,Open,25
