interaction_id,customer_id,interaction_date,channel,interaction_type
I7793,C10864,2026-07-31,Branch,Support
I7794,C10452,2025-08-08,Web,Login
I7795,C10349,2026-01-29,Mobile,Login
I7796,C10974,2025-12-03,Mobile,Inquiry
I7797,C10902,2025-04-05,Web,Complaint
I7798,C10618,2026-05-18,Branch,Purchase
I7799,C10428,2026-06-07,Web,Inquiry
I7800,C10749,2026-03-27,Email,Purchase
I7801,C10589,2025-06-01,Web,Login
I7802,C10050,2026-07-13,Mobile,Complaint
I7803,C10317,2025-11-05,Web,Complaint
I7804,C10762,2025-01-31,Email,Complaint
I7805,C10354,2025-12-13,Branch,Support
I7806,C10134,2025-08-01,Web,Login
I7807,C10307,2026-08-31,Email,Login
I7808,C10036,2025-03-22,Email,Support
I7809,C10900,2026-05-26,Email,Purchase
I7810,C10068,2025-01-14,Call,Complaint
I7811,C10882,2025-10-01,Web,Support
I7812,C10859,2026-04-20,Email,Purchase
I7813,C10288,2025-10-17,Call,Complaint
I7814,C10173,2026-06-05,Email,Support
I7815,C10549,2025-01-18,Mobile,Support
I7816,C10745,2025-08-15,Call,Login
I7817,C10760,2025-12-16,Call,Inquiry
I7818,C10564,2025-04-24,Web,Complaint
I7819,C10974,2025-07-08,Call,Purchase
I7820,C10590,2025-11-24,Email,Purchase
I7821,C10627,2025-03-21,Web,Login
I7822,C10904,2025-09-06,Branch,Login
I7823,C10459,2025-11-26,Call,Support
I7824,C10471,2026-08-30,Mobile,Complaint
I7825,C10196,2026-01-01,Email,Support
I7826,C10085,2025-12-16,Web,Inquiry
I7827,C10162,2025-08-13,Call,Complaint
I7828,C10750,2025-07-07,Branch,Inquiry
I7829,C10893,2026-04-28,Branch,Complaint
I7830,C10885,2025-12-07,Mobile,Purchase
I7831,C10657,2026-06-02,Call,Support
I7832,C10626,2025-01-02,Web,Inquiry
I7833,C10543,2026-07-10,Branch,Purchase
I7834,C10846,2025-08-21,Web,Purchase
I7835,C10350,2026-06-20,Branch,Inquiry
I7836,C10716,2025-04-24,Email,Complaint
I7837,C10352,2025-11-02,Web,Purchase
I7838,C10464,2026-04-24,Mobile,Support
I7839,C10149,2026-05-15,Call,Purchase
I7840,C10257,2026-03-11,Mobile,Support
I7841,C10978,2026-03-24,Mobile,Inquiry
I7842,C10877,2025-09-13,Email,Inquiry
I7843,C10785,2025-01-21,Mobile,Complaint
I7844,C10346,2025-10-12,Web,Complaint
I7845,C10236,2026-04-15,Email,Complaint
I7846,C10064,2025-04-10,Call,Login
I7847,C10132,2026-07-04,Call,Support
I7848,C10392,2026-06-06,Call,Inquiry
I7849,C10950,2025-02-16,Call,Inquiry
I7850,C10815,2025-01-01,Branch,Inquiry
I7851,C10281,2025-06-19,Mobile,Support
I7852,C10423,2025-11-09,Branch,Inquiry
I7853,C10193,2025-10-01,Branch,Inquiry
I7854,C10753,2026-02-19,Call,Purchase
I7855,C10060,2026-01-17,Branch,Complaint
I7856,C10914,2025-07-10,Mobile,Support
I7857,C10833,2026-08-28,Branch,Complaint
I7858,C10686,2026-03-08,Web,Purchase
I7859,C10608,2026-05-21,Email,Inquiry
I7860,C10485,2025-07-02,Call,Purchase
I7861,C10542,2026-03-01,Email,Purchase
I7862,C10411,2026-02-04,Email,Complaint
I7863,C10779,2026-08-03,Mobile,Login
I7864,C10906,2026-06-06,Call,Purchase
I7865,C10892,2025-08-14,Mobile,Login
I7866,C10971,2025-09-13,Branch,Login
I7867,C10194,2025-01-02,Web,Complaint
I7868,C10612,2025-01-04,Branch,Inquiry
I7869,C10350,2026-06-14,Web,Inquiry
I7870,C10876,2026-06-15,Branch,Complaint
I7871,C10165,2025-01-13,Web,Login
I7872,C10803,2026-08-21,Call,Purchase
I7873,C10881,2025-06-03,Call,Support
I7874,C10858,2025-08-30,Call,Login
I7875,C10098,2025-04-14,Email,Support
I7876,C10577,2025-04-14,Branch,Support
I7877,C10315,2025-03-22,Email,Support
I7878,C10250,2026-08-18,Branch,Inquiry
I7879,C10043,2025-05-14,Call,Login
I7880,C10468,2025-12-19,Email,Inquiry
I7881,C10125,2026-07-07,Email,Login
I7882,C10046,2025-03-08,Branch,Support
I7883,C10668,2026-05-02,Mobile,Complaint
I7884,C10399,2026-02-05,Branch,Inquiry
I7885,C10844,2025-10-11,Branch,Login
I7886,C10786,2026-05-13,Call,Login
I7887,C10999,2025-04-07,Branch,Login
I7888,C10145,2025-06-12,Call,Purchase
I7889,C10434,2026-05-31,Email,Complaint
I7890,C10618,2025-02-11,Branch,Support
I7891,C10629,2025-08-04,Web,Login
I7892,C10834,2025-03-15,Branch,Login
I7893,C10742,2026-01-27,Call,Purchase
I7894,C10969,2025-01-28,Email,Purchase
I7895,C10864,2025-01-19,Branch,Support
I7896,C10257,2025-06-23,Email,Inquiry
I7897,C10474,2026-07-30,Branch,Complaint
I7898,C10307,2025-10-30,Email,Purchase
I7899,C10415,2025-12-28,Email,Login
I7900,C10189,2025-09-15,Branch,Support
I7901,C10872,2025-07-09,Call,Support
I7902,C10613,2025-08-16,Mobile,Inquiry
I7903,C10031,2025-07-28,Email,Complaint
I7904,C10220,2026-06-20,Web,Complaint
I7905,C10308,2025-01-10,Email,Inquiry
I7906,C10321,2025-11-01,Branch,Support
I7907,C10496,2026-03-09,Web,Purchase
I7908,C10074,2025-01-04,Mobile,Inquiry
I7909,C10350,2025-06-08,Mobile,Complaint
I7910,C10365,2026-05-22,Call,Support
I7911,C10221,2025-10-11,Email,Complaint
I7912,C10263,2025-08-28,Branch,Purchase
I7913,C10507,2025-05-04,Email,Inquiry
I7914,C10107,2025-04-22,Mobile,Complaint
I7915,C10537,2025-03-26,Web,Complaint
I7916,C10294,2026-08-12,Call,Support
I7917,C10472,2025-12-28,Web,Inquiry
I7918,C10524,2025-11-20,Branch,Inquiry
I7919,C10560,2026-04-13,Mobile,Complaint
I7920,C10204,2025-03-25,Web,Support
I7921,C10206,2025-08-13,Email,Inquiry
I7922,C10352,2026-07-18,Branch,Complaint
I7923,C10846,2026-06-03,Mobile,Inquiry
I7924,C10918,2025-04-09,Web,Login
I7925,C10827,2025-05-29,Mobile,Purchase
I7926,C10906,2025-03-22,Web,Complaint
I7927,C10918,2026-06-23,Mobile,Purchase
I7928,C10794,2026-01-08,Call,Support
I7929,C10327,2025-04-21,Web,Inquiry
I7930,C10229,2025-08-06,Email,Support
I7931,C10265,2025-10-29,Call,Support
I7932,C10401,2026-04-01,Mobile,Complaint
I7933,C10979,2025-03-25,Email,Inquiry
I7934,C10120,2026-02-09,Call,Support
I7935,C10698,2025-04-11,Email,Purchase
I7936,C10478,2025-07-08,Web,Inquiry
I7937,C10714,2025-08-04,Call,Purchase
I7938,C10320,2026-06-25,Web,Complaint
I7939,C10786,2025-10-05,Mobile,Inquiry
I7940,C10891,2025-08-06,Branch,Login
I7941,C10383,2026-04-06,Branch,Inquiry
I7942,C10514,2025-11-26,Mobile,Login
I7943,C10419,2026-04-11,Branch,Complaint
I7944,C10434,2026-08-25,Web,Login
I7945,C10050,2025-05-30,Call,Inquiry
I7946,C10404,2025-10-09,Email,Login
I7947,C10914,2026-04-03,Branch,Complaint
I7948,C10797,2026-08-23,Web,Inquiry
I7949,C10371,2025-06-04,Mobile,Inquiry
I7950,C10058,2025-08-27,Call,Inquiry
I7951,C10511,2025-12-30,Branch,Support
I7952,C10103,2026-03-25,Email,Complaint
I7953,C10368,2025-10-23,Email,Login
I7954,C10342,2025-09-16,Web,Support
I7955,C10592,2025-12-29,Email,Inquiry
I7956,C10963,2025-10-28,Email,Complaint
I7957,C10759,2026-08-19,Email,Inquiry
I7958,C10017,2026-02-25,Branch,Complaint
I7959,C10647,2026-07-28,Web,Login
I7960,C10336,2026-04-25,Call,Purchase
I7961,C10263,2025-03-26,Web,Complaint
I7962,C10862,2026-07-24,Call,Purchase
I7963,C10501,2026-05-21,Email,Complaint
I7964,C10070,2026-05-05,Branch,Support
I7965,C10297,2025-12-12,Email,Complaint
I7966,C10021,2025-06-13,Mobile,Purchase
I7967,C10309,2026-08-14,Mobile,Complaint
I7968,C10578,2025-01-27,Web,Purchase
I7969,C10743,2025-10-08,Branch,Inquiry
I7970,C10655,2025-11-06,Email,Purchase
I7971,C10838,2026-02-09,Mobile,Complaint
I7972,C10430,2026-06-12,Call,Login
I7973,C10254,2026-01-04,Email,Inquiry
I7974,C10762,2026-06-06,Email,Purchase
I7975,C10054,2026-07-29,Email,Purchase
I7976,C10109,2025-02-14,Web,Purchase
I7977,C10074,2025-06-22,Mobile,Purchase
I7978,C10746,2025-02-06,Web,Purchase
I7979,C10431,2026-06-14,Web,Complaint
I7980,C10632,2026-07-02,Branch,Purchase
I7981,C10514,2026-07-25,Mobile,Login
I7982,C10409,2025-08-10,Call,Support
I7983,C10839,2025-11-24,Branch,Complaint
I7984,C10966,2025-11-07,Branch,Login
I7985,C10600,2025-12-01,Mobile,Login
I7986,C10403,2026-05-21,Branch,Complaint
I7987,C10758,2025-06-26,Web,Complaint
I7988,C10813,2026-08-09,Branch,Login
I7989,C10059,2026-02-26,Email,Support
I7990,C10636,2026-03-30,Web,Inquiry
I7991,C10653,2026-04-06,Mobile,Purchase
I7992,C10471,2025-07-23,Web,Support
I7993,C10631,2025-05-11,Call,Support
I7994,C10932,2026-06-20,Email,Support
I7995,C10228,2026-02-23,Branch,Complaint
I7996,C10579,2025-05-23,Email,Purchase
I7997,C10096,2025-04-06,Branch,Inquiry
I7998,C10302,2025-03-06,Call,Complaint
I7999,C10339,2026-05-25,Call,Complaint
I8000,C10759,2025-01-20,Branch,Login
I8001,C10163,2026-06-01,Mobile,Support
I8002,C10963,2025-08-02,Web,Complaint
I8003,C10656,2025-01-08,Mobile,Support
I8004,C10041,2025-05-12,Call,Complaint
I8005,C10064,2025-12-10,Call,Support
I8006,C10309,2025-01-09,Branch,Support
I8007,C10749,2026-02-12,Email,Login
I8008,C10455,2025-07-01,Web,Login
I8009,C10689,2026-01-30,Mobile,Inquiry
I8010,C10114,2025-04-09,Mobile,Support
I8011,C10411,2025-07-31,Web,Login
I8012,C10800,2026-01-07,Call,Complaint
I8013,C10598,2025-09-02,Call,Purchase
I8014,C10450,2025-11-11,Branch,Login
I8015,C10709,2026-04-12,Branch,Inquiry
I8016,C10150,2025-02-01,Mobile,Inquiry
I8017,C10006,2026-05-17,Branch,Complaint
I8018,C10740,2025-06-12,Branch,Inquiry
I8019,C10180,2026-04-05,Email,Inquiry
I8020,C10208,2025-08-24,Email,Support
I8021,C10910,2025-12-25,Branch,Purchase
I8022,C10141,2025-04-27,Email,Login
I8023,C10550,2025-04-16,Mobile,Complaint
I8024,C10747,2026-03-10,Call,Support
I8025,C10247,2026-02-13,Branch,Support
I8026,C10478,2026-02-10,Email,Complaint
I8027,C10745,2025-04-12,Web,Complaint
I8028,C10521,2025-03-10,Email,Purchase
I8029,C10693,2026-04-08,Web,Purchase
I8030,C10314,2025-01-06,Call,Login
I8031,C10418,2025-02-23,Branch,Purchase
I8032,C10426,2026-08-21,Branch,Purchase
I8033,C10082,2025-08-17,Email,Inquiry
I8034,C10471,2025-06-29,Web,Support
I8035,C10382,2025-01-02,Email,Complaint
I8036,C10242,2026-01-16,Web,Support
I8037,C10563,2025-12-17,Email,Support
I8038,C10769,2025-04-25,Web,Inquiry
I8039,C10231,2025-09-20,Email,Inquiry
I8040,C10903,2025-03-13,Mobile,Purchase
I8041,C10815,2025-06-17,Email,Complaint
I8042,C10875,2026-02-20,Call,Purchase
I8043,C10612,2025-01-05,Mobile,Complaint
I8044,C10177,2026-05-22,Email,Purchase
I8045,C10366,2025-11-04,Call,Support
I8046,C10526,2025-01-29,Email,Inquiry
I8047,C10983,2025-03-20,Mobile,Inquiry
I8048,C10476,2025-10-19,Web,Login
I8049,C10455,2025-03-15,Web,Support
I8050,C10403,2025-12-23,Call,Support
I8051,C10616,2025-03-20,Branch,Support
I8052,C10862,2026-01-02,Branch,Support
I8053,C10681,2025-02-25,Email,Inquiry
I8054,C10770,2026-02-20,Branch,Inquiry
I8055,C10365,2025-03-28,Email,Inquiry
I8056,C10383,2026-06-06,Email,Support
I8057,C10753,2025-10-28,Web,Complaint
I8058,C10734,2026-05-28,Mobile,Complaint
I8059,C10679,2026-08-21,Branch,Purchase
I8060,C10384,2025-08-16,Web,Purchase
I8061,C10328,2025-11-18,Call,Support
I8062,C10788,2025-05-14,Branch,Purchase
I8063,C10317,2025-11-06,Mobile,Complaint
I8064,C10782,2025-12-17,Mobile,Login
I8065,C10325,2026-07-05,Branch,Complaint
I8066,C10751,2026-07-22,Branch,Purchase
I8067,C10850,2025-04-03,Web,Inquiry
I8068,C10252,2026-07-18,Branch,Purchase
I8069,C10238,2026-05-04,Email,Support
I8070,C10946,2025-09-06,Mobile,Purchase
I8071,C10794,2026-08-15,Branch,Login
I8072,C10830,2026-07-21,Web,Purchase
I8073,C10835,2025-01-23,Mobile,Login
I8074,C10210,2026-06-08,Branch,Support
I8075,C10382,2025-07-30,Web,Login
I8076,C10715,2026-04-06,Branch,Support
I8077,C10027,2026-03-21,Call,Complaint
I8078,C10900,2025-02-21,Branch,Inquiry
I8079,C10361,2025-04-01,Branch,Inquiry
I8080,C10813,2026-01-23,Call,Complaint
I8081,C10869,2025-12-08,Web,Complaint
I8082,C10744,2026-03-13,Web,Login
I8083,C10939,2025-03-05,Email,Purchase
I8084,C10740,2026-01-05,Web,Inquiry
I8085,C10546,2026-05-30,Email,Support
I8086,C10556,2026-06-29,Web,Purchase
I8087,C10809,2025-12-31,Branch,Purchase
I8088,C10116,2026-08-22,Branch,Login
I8089,C10251,2025-01-17,Mobile,Inquiry
I8090,C10927,2026-03-16,Mobile,Login
I8091,C10301,2026-04-06,Web,Complaint
I8092,C10494,2026-06-28,Web,Complaint
I8093,C10566,2025-03-15,Mobile,Inquiry
I8094,C10920,2026-05-29,Email,Inquiry
I8095,C10766,2025-02-12,Mobile,Complaint
I8096,C10012,2026-01-24,Email,Login
I8097,C10313,2026-03-11,Web,Login
I8098,C10074,2026-05-25,Web,Purchase
I8099,C10451,2026-08-06,Email,Complaint
I8100,C10810,2026-01-12,Branch,Complaint
I8101,C10376,2025-05-15,Web,Login
I8102,C10076,2026-04-05,Email,Complaint
I8103,C10083,2025-11-04,Web,Purchase
I8104,C10077,2025-12-14,Call,Purchase
I8105,C10932,2025-01-19,Call,Login
I8106,C10698,2026-03-03,Web,Login
I8107,C10508,2025-11-28,Call,Support
I8108,C10345,2025-01-24,Call,Complaint
I8109,C10641,2026-08-22,Web,Inquiry
I8110,C10237,2026-02-12,Web,Purchase
I8111,C10413,2026-01-12,Call,Support
I8112,C10893,2025-02-04,Call,Login
I8113,C10194,2025-11-29,Call,Login
I8114,C10501,2026-08-30,Web,Complaint
I8115,C10727,2025-02-01,Email,Complaint
I8116,C10535,2025-09-16,Call,Complaint
I8117,C10581,2025-04-12,Email,Complaint
I8118,C10591,2026-07-03,Mobile,Login
I8119,C10234,2025-03-23,Call,Inquiry
I8120,C10088,2026-08-28,Call,Login
I8121,C10192,2025-05-22,Web,Inquiry
I8122,C10857,2025-01-25,Web,Inquiry
I8123,C10332,2026-04-25,Mobile,Inquiry
I8124,C10642,2025-12-29,Email,Support
I8125,C10316,2025-12-14,Branch,Login
I8126,C10504,2025-10-03,Web,Login
I8127,C10280,2025-09-06,Email,Complaint
I8128,C10072,2026-06-13,Branch,Support
I8129,C10248,2026-01-15,Email,Inquiry
I8130,C10036,2025-02-08,Call,Login
I8131,C10518,2026-06-08,Web,Complaint
I8132,C10184,2025-01-26,Email,Support
I8133,C10776,2026-07-05,Mobile,Purchase
I8134,C10426,2026-03-02,Branch,Login
I8135,C10490,2026-02-17,Call,Purchase
I8136,C10758,2026-03-02,Branch,Support
I8137,C10059,2025-06-03,Mobile,Purchase
I8138,C10925,2025-07-06,Mobile,Support
I8139,C10781,2025-04-14,Branch,Purchase
I8140,C10224,2025-01-21,Branch,Support
I8141,C10449,2025-11-05,Web,Complaint
I8142,C10615,2025-04-10,Call,Purchase
I8143,C10898,2026-08-19,Branch,Inquiry
I8144,C10955,2026-04-21,Email,Inquiry
I8145,C10244,2026-06-12,Branch,Purchase
I8146,C10342,2026-04-10,Mobile,Support
I8147,C10146,2026-06-20,Email,Support
I8148,C10306,2025-01-07,Mobile,Inquiry
I8149,C10241,2026-08-21,Mobile,Login
I8150,C10676,2025-12-25,Branch,Support
I8151,C10281,2025-01-01,Call,Support
I8152,C10194,2025-06-27,Call,Complaint
I8153,C10732,2025-01-11,Branch,Support
I8154,C10074,2025-11-06,Call,Support
I8155,C10982,2025-03-21,Mobile,Complaint
I8156,C10964,2026-04-12,Web,Purchase
I8157,C10436,2026-01-13,Web,Purchase
I8158,C10412,2026-07-25,Web,Purchase
I8159,C10093,2025-05-11,Email,Support
I8160,C10467,2025-12-04,Branch,Complaint
I8161,C10861,2026-08-23,Email,Login
I8162,C10312,2025-07-17,Email,Login
I8163,C10039,2026-08-01,Web,Inquiry
I8164,C10973,2026-08-15,Web,Inquiry
I8165,C10868,2025-03-20,Mobile,Purchase
I8166,C10005,2026-03-06,Mobile,Inquiry
I8167,C10884,2026-08-06,Email,Purchase
I8168,C10534,2026-07-19,Web,Complaint
I8169,C10224,2025-08-02,Branch,Complaint
I8170,C10300,2025-03-26,Web,Support
I8171,C10122,2025-06-26,Branch,Login
I8172,C10125,2026-01-04,Mobile,Login
I8173,C10820,2026-01-13,Branch,Complaint
I8174,C10658,2025-09-23,Call,Purchase
I8175,C10957,2025-08-09,Branch,Complaint
I8176,C10105,2026-02-18,Web,Login
I8177,C10277,2026-03-15,Call,Complaint
I8178,C10598,2026-06-27,Mobile,Support
I8179,C10435,2025-10-16,Web,Support
I8180,C10032,2025-02-09,Email,Support
I8181,C10007,2026-01-20,Web,Login
I8182,C10269,2025-02-16,Web,Inquiry
I8183,C10637,2025-08-11,Email,Support
I8184,C10989,2025-07-08,Web,Complaint
I8185,C10634,2025-05-11,Branch,Complaint
I8186,C10820,2026-04-05,Call,Purchase
I8187,C10991,2025-03-23,Branch,Complaint
I8188,C10799,2026-01-15,Call,Login
I8189,C10397,2026-03-02,Web,Support
I8190,C10495,2025-12-27,Branch,Support
I8191,C10617,2025-05-26,Web,Purchase
I8192,C10764,2026-05-25,Branch,Purchase
I8193,C10201,2025-07-02,Branch,Inquiry
I8194,C10270,2025-02-12,Branch,Login
I8195,C10483,2025-06-28,Call,Purchase
I8196,C10934,2025-06-24,Call,Complaint
I8197,C10954,2025-07-28,Email,Support
I8198,C10320,2026-07-10,Call,Inquiry
I8199,C10898,2026-02-01,Web,Inquiry
I8200,C10545,2026-07-14,Web,Purchase
I8201,C10873,2025-08-19,Branch,Inquiry
I8202,C10089,2025-12-21,Call,Support
I8203,C10057,2026-03-04,Branch,Support
I8204,C10134,2026-08-15,Email,Inquiry
I8205,C10742,2026-07-28,Call,Inquiry
I8206,C10310,2025-08-16,Call,Support
I8207,C10611,2025-09-22,Mobile,Inquiry
I8208,C10712,2026-04-28,Email,Support
I8209,C10694,2026-05-25,Branch,Support
I8210,C10739,2025-05-14,Web,Inquiry
I8211,C10376,2026-01-09,Email,Support
I8212,C10695,2026-03-02,Mobile,Support
I8213,C10636,2026-01-07,Branch,Login
I8214,C10152,2026-02-19,Email,Complaint
I8215,C10233,2025-10-19,Call,Support
I8216,C10727,2025-12-03,Call,Inquiry
I8217,C10854,2025-01-19,Email,Support
I8218,C10236,2025-01-26,Branch,Purchase
I8219,C10044,2025-07-31,Mobile,Purchase
I8220,C10597,2025-06-20,Call,Complaint
I8221,C10038,2025-10-26,Call,Login
I8222,C10476,2026-08-21,Mobile,Support
I8223,C10464,2026-02-24,Call,Login
I8224,C10211,2026-02-28,Mobile,Inquiry
I8225,C10548,2026-08-05,Web,Complaint
I8226,C10906,2025-06-13,Call,Login
I8227,C10276,2025-12-15,Mobile,Complaint
I8228,C10216,2025-08-22,Call,Complaint
I8229,C10540,2026-06-06,Mobile,Login
I8230,C10257,2025-08-23,Web,Login
I8231,C10737,2026-03-26,Mobile,Complaint
I8232,C10147,2025-12-24,Email,Purchase
I8233,C10780,2026-01-28,Email,Login
I8234,C10281,2026-02-04,Branch,Login
I8235,C10756,2025-11-08,Mobile,Login
I8236,C10727,2025-02-21,Mobile,Complaint
I8237,C10055,2025-01-04,Call,Complaint
I8238,C10927,2026-05-20,Mobile,Support
I8239,C10070,2026-01-10,Branch,Support
I8240,C10121,2026-02-01,Branch,Inquiry
I8241,C10719,2026-08-29,Web,Support
I8242,C10927,2025-05-30,Branch,Complaint
I8243,C10074,2025-05-31,Email,Complaint
I8244,C10255,2025-01-16,Branch,Complaint
I8245,C10351,2026-03-13,Call,Inquiry
I8246,C10286,2025-10-25,Web,Complaint
I8247,C10244,2025-05-21,Mobile,Support
I8248,C10693,2026-06-09,Call,Inquiry
I8249,C10519,2026-04-05,Email,Purchase
I8250,C10493,2025-10-12,Web,Purchase
I8251,C10194,2025-02-13,Web,Inquiry
I8252,C10631,2026-08-10,Email,Support
I8253,C10139,2025-11-02,Call,Purchase
I8254,C10146,2025-11-15,Branch,Support
I8255,C10399,2025-01-26,Mobile,Support
I8256,C10335,2026-06-20,Call,Inquiry
I8257,C10264,2026-08-22,Branch,Inquiry
I8258,C10482,2026-08-23,Call,Purchase
I8259,C10955,2025-08-17,Web,Support
I8260,C10803,2026-03-02,Call,Purchase
I8261,C10841,2025-01-23,Email,Complaint
I8262,C10880,2025-12-13,Email,Purchase
I8263,C10054,2025-11-30,Email,Support
I8264,C10945,2025-12-22,Branch,Support
I8265,C10075,2025-03-15,Web,Purchase
I8266,C10901,2025-11-02,Mobile,Support
I8267,C10473,2025-04-10,Call,Complaint
I8268,C10700,2025-04-25,Branch,Purchase
I8269,C10505,2026-05-21,Call,Purchase
I8270,C10371,2026-05-18,Web,Support
I8271,C10865,2025-10-27,Branch,Support
I8272,C10910,2025-06-21,Branch,Complaint
I8273,C10376,2025-06-26,Branch,Purchase
I8274,C10361,2025-02-13,Mobile,Login
I8275,C10516,2025-08-12,Email,Complaint
I8276,C10380,2026-05-14,Web,Complaint
I8277,C10545,2026-07-26,Call,Login
I8278,C10458,2025-03-02,Call,Support
I8279,C10783,2026-08-12,Call,Inquiry
I8280,C10615,2025-08-30,Email,Inquiry
I8281,C10130,2026-03-13,Call,Complaint
I8282,C10060,2025-11-17,Branch,Inquiry
I8283,C10805,2025-01-04,Call,Complaint
I8284,C10583,2026-01-25,Web,Login
I8285,C10556,2026-04-29,Call,Complaint
I8286,C10712,2025-03-30,Web,Purchase
I8287,C10723,2026-07-28,Mobile,Inquiry
I8288,C10061,2025-10-06,Mobile,Login
I8289,C10477,2026-05-30,Email,Login
I8290,C10036,2025-05-09,Call,Complaint
I8291,C10413,2026-07-12,Call,Purchase
I8292,C10637,2026-03-07,Mobile,Login
I8293,C10482,2026-06-16,Email,Support
I8294,C10194,2025-11-21,Email,Support
I8295,C10751,2026-08-24,Call,Support
I8296,C10587,2026-06-15,Mobile,Complaint
I8297,C10600,2025-01-21,Mobile,Login
I8298,C10656,2026-04-06,Branch,Login
I8299,C10145,2026-03-09,Branch,Support
I8300,C10019,2026-04-03,Email,Login
I8301,C10364,2025-06-12,Email,Inquiry
I8302,C10804,2026-03-19,Call,Purchase
I8303,C10774,2025-09-26,Email,Inquiry
I8304,C10957,2025-02-16,Email,Inquiry
I8305,C10702,2025-12-24,Web,Inquiry
I8306,C10349,2025-09-10,Call,Support
I8307,C10303,2025-06-15,Web,Complaint
I8308,C10123,2025-06-14,Web,Login
I8309,C10068,2025-06-28,Branch,Inquiry
I8310,C10102,2025-03-01,Web,Login
I8311,C10589,2025-10-08,Branch,Login
I8312,C10013,2026-08-25,Mobile,Inquiry
I8313,C10361,2025-02-01,Branch,Inquiry
I8314,C10002,2025-07-22,Call,Purchase
I8315,C10904,2026-01-13,Web,Support
I8316,C10893,2025-05-11,Email,Support
I8317,C10685,2026-07-01,Web,Inquiry
I8318,C10700,2025-10-26,Mobile,Complaint
I8319,C10432,2026-04-16,Mobile,Login
I8320,C10449,2026-05-08,Mobile,Support
I8321,C10406,2025-12-19,Web,Complaint
I8322,C10769,2025-01-24,Mobile,Complaint
I8323,C10040,2025-04-23,Call,Purchase
I8324,C10924,2025-02-10,Web,Complaint
I8325,C10220,2026-03-16,Branch,Purchase
I8326,C10343,2025-09-22,Web,Support
I8327,C10665,2026-05-19,Email,Support
I8328,C10309,2026-03-21,Email,Complaint
I8329,C10238,2026-04-16,Mobile,Inquiry
I8330,C10036,2026-02-11,Branch,Complaint
I8331,C10140,2026-02-13,Web,Inquiry
I8332,C10955,2025-06-13,Branch,Inquiry
I8333,C10756,2025-06-20,Email,Purchase
I8334,C10238,2025-05-24,Call,Purchase
I8335,C10215,2026-06-16,Web,Purchase
I8336,C10360,2025-09-05,Call,Login
I8337,C10723,2026-05-25,Web,Support
I8338,C10803,2025-11-06,Mobile,Support
I8339,C10120,2025-03-10,Email,Inquiry
I8340,C10660,2025-05-09,Call,Support
I8341,C10200,2025-07-13,Call,Complaint
I8342,C10590,2026-05-20,Web,Complaint
I8343,C10617,2025-02-20,Call,Complaint
I8344,C10511,2026-06-20,Branch,Complaint
I8345,C10522,2026-07-13,Mobile,Login
I8346,C10512,2025-11-27,Mobile,Login
I8347,C10424,2026-04-09,Email,Inquiry
I8348,C10932,2026-03-12,Mobile,Support
I8349,C10866,2025-07-24,Branch,Login
I8350,C10726,2025-06-11,Branch,Complaint
I8351,C10104,2025-10-20,Email,Login
I8352,C10407,2026-01-20,Branch,Inquiry
I8353,C10613,2026-04-14,Email,Support
I8354,C10737,2025-03-04,Branch,Support
I8355,C10126,2026-01-25,Branch,Support
I8356,C10644,2025-12-30,Branch,Purchase
I8357,C10502,2025-10-24,Branch,Inquiry
I8358,C10144,2026-04-16,Email,Inquiry
I8359,C10350,2026-02-10,Web,Support
I8360,C10527,2025-10-16,Call,Support
I8361,C10469,2025-03-22,Web,Purchase
I8362,C10425,2026-01-20,Mobile,Login
I8363,C10628,2026-07-13,Branch,Complaint
I8364,C10522,2025-04-26,Call,Complaint
I8365,C10846,2026-06-23,Email,Support
I8366,C10940,2025-10-13,Email,Login
I8367,C10529,2025-06-18,Branch,Complaint
I8368,C10399,2025-01-29,Branch,Purchase
I8369,C10827,2025-07-10,Branch,Login
I8370,C10325,2025-05-25,Mobile,Login
I8371,C10750,2025-06-08,Web,Login
I8372,C10891,2025-05-02,Call,Complaint
I8373,C10070,2025-06-07,Web,Purchase
I8374,C10016,2025-11-19,Branch,Login
I8375,C10149,2025-10-12,Web,Complaint
I8376,C10857,2025-05-29,Web,Login
I8377,C10064,2026-02-14,Call,Inquiry
I8378,C10227,2026-05-18,Call,Inquiry
I8379,C10486,2025-10-07,Mobile,Support
I8380,C10856,2025-08-31,Web,Login
I8381,C10131,2026-08-09,Branch,Complaint
I8382,C10692,2025-01-19,Web,Inquiry
I8383,C10374,2025-06-14,Email,Login
I8384,C10049,2026-07-03,Web,Purchase
I8385,C10017,2026-06-29,Branch,Login
I8386,C10933,2026-01-27,Branch,Login
I8387,C10610,2025-06-16,Call,Login
I8388,C10842,2026-03-30,Branch,Complaint
I8389,C10428,2026-02-26,Web,Login
I8390,C10424,2026-07-07,Web,Complaint
I8391,C10114,2025-12-20,Mobile,Support
I8392,C10142,2026-05-15,Email,Purchase
I8393,C10373,2025-04-28,Mobile,Complaint
I8394,C10215,2026-04-13,Call,Login
I8395,C10737,2026-08-26,Web,Login
I8396,C10331,2025-09-12,Branch,Login
I8397,C10208,2026-06-12,Mobile,Purchase
I8398,C10694,2025-05-09,Web,Inquiry
I8399,C10514,2025-03-09,Web,Inquiry
I8400,C10668,2025-09-29,Branch,Complaint
