call_id,customer_id,call_date,transcript,sentiment
CALL4089,C10119,2026-06-26,Customer expressed dissatisfaction with pricing.,Negative
CALL4090,C10787,2025-01-29,Customer is happy with the product.,Positive
CALL4091,C10556,2025-03-03,Customer contacted support for general information.,Neutral
CALL4092,C10323,2026-02-13,Customer was satisfied with the service.,Positive
CALL4093,C10159,2025-03-15,Customer is happy with the product.,Positive
CALL4094,C10503,2025-12-30,Customer contacted support for general information.,Neutral
CALL4095,C10825,2025-05-18,Customer expressed dissatisfaction with pricing.,Negative
CALL4096,C10240,2025-08-02,Customer is happy with the product.,Positive
CALL4097,C10680,2026-04-30,Customer contacted support for general information.,Neutral
CALL4098,C10948,2025-01-31,Customer is happy with the product.,Positive
CALL4099,C10907,2025-11-13,Customer contacted support for general information.,Neutral
CALL4100,C10655,2026-08-14,Customer contacted support for general information.,Neutral
CALL4101,C10936,2025-09-22,Customer expressed dissatisfaction with pricing.,Negative
CALL4102,C10439,2026-07-07,Customer appreciated the quick resolution.,Positive
CALL4103,C10780,2026-03-12,Customer is happy with the product.,Positive
CALL4104,C10532,2025-01-13,Customer said they may consider another provider.,Negative
CALL4105,C10518,2025-11-16,Customer is happy with the product.,Positive
CALL4106,C10719,2026-03-12,Customer was satisfied with the service.,Positive
CALL4107,C10403,2025-11-06,Customer is happy with the product.,Positive
CALL4108,C10543,2025-08-09,Customer contacted support for general information.,Neutral
CALL4109,C10772,2026-07-25,Customer contacted support for general information.,Neutral
CALL4110,C10949,2025-10-27,Customer is happy with the product.,Positive
CALL4111,C10549,2025-07-22,Customer complained about delayed service.,Negative
CALL4112,C10191,2026-06-10,Customer appreciated the quick resolution.,Positive
CALL4113,C10057,2026-02-11,Customer appreciated the quick resolution.,Positive
CALL4114,C10724,2025-05-04,Customer was satisfied with the service.,Positive
CALL4115,C10577,2026-05-01,Customer appreciated the quick resolution.,Positive
CALL4116,C10736,2026-04-03,Customer said they may consider another provider.,Negative
CALL4117,C10501,2026-08-25,Customer contacted support for general information.,Neutral
CALL4118,C10688,2025-02-08,Customer is happy with the product.,Positive
CALL4119,C10336,2026-05-17,Customer appreciated the quick resolution.,Positive
CALL4120,C10511,2026-05-09,Customer was satisfied with the service.,Positive
CALL4121,C10977,2025-07-27,Customer contacted support for general information.,Neutral
CALL4122,C10891,2025-05-24,Customer is happy with the product.,Positive
CALL4123,C10559,2025-09-21,Customer said they may consider another provider.,Negative
CALL4124,C10336,2026-02-06,Customer appreciated the quick resolution.,Positive
CALL4125,C10036,2026-08-07,Customer contacted support for general information.,Neutral
CALL4126,C10320,2025-02-17,Customer contacted support for general information.,Neutral
CALL4127,C10349,2025-05-29,Customer complained about delayed service.,Negative
CALL4128,C10482,2025-11-02,Customer is happy with the product.,Positive
CALL4129,C10901,2026-01-14,Customer expressed dissatisfaction with pricing.,Negative
CALL4130,C10445,2025-11-05,Customer contacted support for general information.,Neutral
CALL4131,C10522,2026-07-12,Customer is happy with the product.,Positive
CALL4132,C10466,2025-09-26,Customer contacted support for general information.,Neutral
CALL4133,C10498,2025-03-27,Customer contacted support for general information.,Neutral
CALL4134,C10310,2026-06-19,Customer contacted support for general information.,Neutral
CALL4135,C10846,2026-05-31,Customer contacted support for general information.,Neutral
CALL4136,C10903,2025-07-29,Customer contacted support for general information.,Neutral
CALL4137,C10995,2025-10-07,Customer contacted support for general information.,Neutral
CALL4138,C10741,2025-10-01,Customer contacted support for general information.,Neutral
CALL4139,C10569,2025-03-09,Customer appreciated the quick resolution.,Positive
CALL4140,C10027,2025-05-31,Customer contacted support for general information.,Neutral
CALL4141,C10880,2025-03-20,Customer was satisfied with the service.,Positive
CALL4142,C10560,2025-04-27,Customer said they may consider another provider.,Negative
CALL4143,C10576,2025-06-16,Customer contacted support for general information.,Neutral
CALL4144,C10651,2025-06-21,Customer contacted support for general information.,Neutral
CALL4145,C10372,2025-11-25,Customer is happy with the product.,Positive
CALL4146,C10469,2025-11-25,Customer contacted support for general information.,Neutral
CALL4147,C10922,2026-02-07,Customer contacted support for general information.,Neutral
CALL4148,C10193,2026-01-31,Customer appreciated the quick resolution.,Positive
CALL4149,C10103,2025-04-09,Customer reported repeated unresolved issues.,Negative
CALL4150,C10431,2025-11-17,Customer is happy with the product.,Positive
CALL4151,C10146,2025-02-24,Customer said they may consider another provider.,Negative
CALL4152,C10316,2026-01-19,Customer was satisfied with the service.,Positive
CALL4153,C10498,2026-04-30,Customer contacted support for general information.,Neutral
CALL4154,C10578,2026-04-01,Customer contacted support for general information.,Neutral
CALL4155,C10255,2026-04-16,Customer was satisfied with the service.,Positive
CALL4156,C10172,2025-11-15,Customer contacted support for general information.,Neutral
CALL4157,C10777,2025-11-27,Customer was satisfied with the service.,Positive
CALL4158,C10984,2025-07-15,Customer appreciated the quick resolution.,Positive
CALL4159,C10317,2026-08-21,Customer is happy with the product.,Positive
CALL4160,C10062,2025-04-10,Customer is happy with the product.,Positive
CALL4161,C10680,2026-04-17,Customer contacted support for general information.,Neutral
CALL4162,C10264,2025-05-20,Customer is happy with the product.,Positive
CALL4163,C10857,2025-11-30,Customer complained about delayed service.,Negative
CALL4164,C10436,2025-08-04,Customer is happy with the product.,Positive
CALL4165,C10931,2025-01-15,Customer contacted support for general information.,Neutral
CALL4166,C10920,2025-12-04,Customer contacted support for general information.,Neutral
CALL4167,C10633,2025-10-27,Customer contacted support for general information.,Neutral
CALL4168,C10871,2026-03-20,Customer was satisfied with the service.,Positive
CALL4169,C10908,2026-07-28,Customer contacted support for general information.,Neutral
CALL4170,C10848,2025-05-31,Customer appreciated the quick resolution.,Positive
CALL4171,C10768,2026-03-07,Customer is happy with the product.,Positive
CALL4172,C10126,2025-10-16,Customer contacted support for general information.,Neutral
CALL4173,C10134,2025-01-24,Customer expressed dissatisfaction with pricing.,Negative
CALL4174,C10136,2025-05-03,Customer was satisfied with the service.,Positive
CALL4175,C10671,2026-03-03,Customer contacted support for general information.,Neutral
CALL4176,C10737,2026-02-01,Customer appreciated the quick resolution.,Positive
CALL4177,C10828,2026-06-03,Customer is happy with the product.,Positive
CALL4178,C10867,2025-07-21,Customer said they may consider another provider.,Negative
CALL4179,C10495,2025-11-08,Customer said they may consider another provider.,Negative
CALL4180,C10097,2025-02-20,Customer is happy with the product.,Positive
CALL4181,C10924,2025-12-11,Customer reported repeated unresolved issues.,Negative
CALL4182,C10394,2026-08-14,Customer was satisfied with the service.,Positive
CALL4183,C10716,2025-09-07,Customer is happy with the product.,Positive
CALL4184,C10986,2026-06-01,Customer contacted support for general information.,Neutral
CALL4185,C10048,2025-12-04,Customer contacted support for general information.,Neutral
CALL4186,C10496,2026-02-01,Customer contacted support for general information.,Neutral
CALL4187,C10344,2025-02-17,Customer appreciated the quick resolution.,Positive
CALL4188,C10911,2026-06-22,Customer contacted support for general information.,Neutral
CALL4189,C10728,2025-11-23,Customer contacted support for general information.,Neutral
CALL4190,C10363,2025-08-04,Customer appreciated the quick resolution.,Positive
CALL4191,C10174,2025-09-11,Customer said they may consider another provider.,Negative
CALL4192,C10952,2025-09-17,Customer is happy with the product.,Positive
CALL4193,C10549,2026-07-12,Customer appreciated the quick resolution.,Positive
CALL4194,C10948,2025-03-04,Customer contacted support for general information.,Neutral
CALL4195,C10661,2025-09-09,Customer appreciated the quick resolution.,Positive
CALL4196,C10456,2025-03-19,Customer contacted support for general information.,Neutral
CALL4197,C10648,2026-07-03,Customer is happy with the product.,Positive
CALL4198,C10954,2025-07-12,Customer said they may consider another provider.,Negative
CALL4199,C10251,2026-08-27,Customer said they may consider another provider.,Negative
CALL4200,C10469,2025-03-08,Customer is happy with the product.,Positive
CALL4201,C10587,2025-06-06,Customer was satisfied with the service.,Positive
CALL4202,C10263,2025-07-15,Customer is happy with the product.,Positive
CALL4203,C10042,2026-02-27,Customer reported repeated unresolved issues.,Negative
CALL4204,C10915,2025-09-29,Customer contacted support for general information.,Neutral
CALL4205,C10035,2025-03-30,Customer appreciated the quick resolution.,Positive
CALL4206,C10826,2025-10-11,Customer appreciated the quick resolution.,Positive
CALL4207,C10042,2025-06-09,Customer expressed dissatisfaction with pricing.,Negative
CALL4208,C10011,2025-01-21,Customer contacted support for general information.,Neutral
CALL4209,C10018,2026-04-06,Customer reported repeated unresolved issues.,Negative
CALL4210,C10129,2025-03-08,Customer contacted support for general information.,Neutral
CALL4211,C10530,2025-05-15,Customer said they may consider another provider.,Negative
CALL4212,C10716,2026-02-07,Customer reported repeated unresolved issues.,Negative
CALL4213,C10697,2026-06-07,Customer contacted support for general information.,Neutral
CALL4214,C10776,2026-05-13,Customer expressed dissatisfaction with pricing.,Negative
CALL4215,C10614,2025-12-25,Customer contacted support for general information.,Neutral
CALL4216,C10515,2026-01-31,Customer appreciated the quick resolution.,Positive
CALL4217,C10832,2025-03-29,Customer complained about delayed service.,Negative
CALL4218,C10750,2026-02-08,Customer contacted support for general information.,Neutral
CALL4219,C10236,2025-09-14,Customer contacted support for general information.,Neutral
CALL4220,C10928,2025-12-19,Customer was satisfied with the service.,Positive
CALL4221,C10361,2025-04-20,Customer expressed dissatisfaction with pricing.,Negative
CALL4222,C10981,2026-04-10,Customer appreciated the quick resolution.,Positive
CALL4223,C10428,2026-08-24,Customer complained about delayed service.,Negative
CALL4224,C10593,2025-09-24,Customer is happy with the product.,Positive
CALL4225,C10019,2025-05-28,Customer was satisfied with the service.,Positive
CALL4226,C10923,2026-05-20,Customer contacted support for general information.,Neutral
CALL4227,C10313,2025-01-11,Customer appreciated the quick resolution.,Positive
CALL4228,C10326,2026-05-21,Customer is happy with the product.,Positive
CALL4229,C10930,2026-06-12,Customer contacted support for general information.,Neutral
CALL4230,C10966,2026-03-20,Customer said they may consider another provider.,Negative
CALL4231,C10109,2025-05-23,Customer complained about delayed service.,Negative
CALL4232,C10975,2025-10-24,Customer was satisfied with the service.,Positive
CALL4233,C10053,2025-05-16,Customer expressed dissatisfaction with pricing.,Negative
CALL4234,C10855,2025-10-13,Customer was satisfied with the service.,Positive
CALL4235,C10470,2026-05-02,Customer was satisfied with the service.,Positive
CALL4236,C10078,2025-08-10,Customer contacted support for general information.,Neutral
CALL4237,C10295,2026-02-18,Customer is happy with the product.,Positive
CALL4238,C10598,2025-12-31,Customer complained about delayed service.,Negative
CALL4239,C10384,2026-06-06,Customer complained about delayed service.,Negative
CALL4240,C10993,2025-09-24,Customer expressed dissatisfaction with pricing.,Negative
CALL4241,C10423,2025-01-19,Customer appreciated the quick resolution.,Positive
CALL4242,C10531,2025-09-13,Customer reported repeated unresolved issues.,Negative
CALL4243,C10287,2025-09-04,Customer was satisfied with the service.,Positive
CALL4244,C10309,2026-04-19,Customer appreciated the quick resolution.,Positive
CALL4245,C10816,2025-08-08,Customer contacted support for general information.,Neutral
CALL4246,C10457,2025-07-09,Customer contacted support for general information.,Neutral
CALL4247,C10731,2026-01-15,Customer complained about delayed service.,Negative
CALL4248,C10831,2025-06-06,Customer said they may consider another provider.,Negative
CALL4249,C10663,2025-08-31,Customer was satisfied with the service.,Positive
CALL4250,C10500,2025-08-03,Customer appreciated the quick resolution.,Positive
CALL4251,C10836,2025-05-12,Customer is happy with the product.,Positive
CALL4252,C10259,2025-06-03,Customer appreciated the quick resolution.,Positive
CALL4253,C10636,2026-03-24,Customer was satisfied with the service.,Positive
CALL4254,C10507,2025-11-25,Customer is happy with the product.,Positive
CALL4255,C10271,2026-01-09,Customer expressed dissatisfaction with pricing.,Negative
CALL4256,C10269,2025-11-19,Customer complained about delayed service.,Negative
CALL4257,C10791,2025-12-14,Customer said they may consider another provider.,Negative
CALL4258,C10913,2026-04-11,Customer contacted support for general information.,Neutral
CALL4259,C10487,2025-05-23,Customer contacted support for general information.,Neutral
CALL4260,C10467,2025-05-03,Customer contacted support for general information.,Neutral
CALL4261,C10802,2025-07-16,Customer is happy with the product.,Positive
CALL4262,C10946,2025-06-15,Customer contacted support for general information.,Neutral
CALL4263,C10433,2025-08-29,Customer complained about delayed service.,Negative
CALL4264,C10542,2026-06-21,Customer contacted support for general information.,Neutral
CALL4265,C10791,2026-03-04,Customer was satisfied with the service.,Positive
CALL4266,C10468,2025-04-12,Customer is happy with the product.,Positive
CALL4267,C10799,2025-09-25,Customer contacted support for general information.,Neutral
CALL4268,C10558,2025-06-22,Customer contacted support for general information.,Neutral
CALL4269,C10658,2025-08-10,Customer appreciated the quick resolution.,Positive
CALL4270,C10172,2025-10-25,Customer said they may consider another provider.,Negative
CALL4271,C10029,2026-06-12,Customer appreciated the quick resolution.,Positive
CALL4272,C10975,2025-02-23,Customer contacted support for general information.,Neutral
CALL4273,C10096,2025-08-16,Customer appreciated the quick resolution.,Positive
CALL4274,C10699,2026-03-16,Customer is happy with the product.,Positive
CALL4275,C10719,2025-02-13,Customer contacted support for general information.,Neutral
CALL4276,C10150,2026-06-11,Customer appreciated the quick resolution.,Positive
CALL4277,C10794,2025-12-01,Customer appreciated the quick resolution.,Positive
CALL4278,C10312,2026-07-26,Customer is happy with the product.,Positive
CALL4279,C10370,2025-03-23,Customer contacted support for general information.,Neutral
CALL4280,C10138,2026-01-05,Customer appreciated the quick resolution.,Positive
CALL4281,C10038,2026-07-29,Customer expressed dissatisfaction with pricing.,Negative
CALL4282,C10449,2025-12-04,Customer appreciated the quick resolution.,Positive
CALL4283,C10158,2025-11-07,Customer contacted support for general information.,Neutral
CALL4284,C10562,2025-01-04,Customer complained about delayed service.,Negative
CALL4285,C10820,2025-09-04,Customer said they may consider another provider.,Negative
CALL4286,C10753,2025-10-04,Customer appreciated the quick resolution.,Positive
CALL4287,C10854,2025-12-18,Customer appreciated the quick resolution.,Positive
CALL4288,C10209,2026-05-22,Customer expressed dissatisfaction with pricing.,Negative
CALL4289,C10679,2025-11-09,Customer is happy with the product.,Positive
CALL4290,C10016,2026-03-30,Customer said they may consider another provider.,Negative
CALL4291,C10101,2025-05-26,Customer appreciated the quick resolution.,Positive
CALL4292,C10440,2025-02-12,Customer contacted support for general information.,Neutral
CALL4293,C10716,2025-08-01,Customer was satisfied with the service.,Positive
CALL4294,C10867,2025-07-13,Customer appreciated the quick resolution.,Positive
CALL4295,C10592,2025-01-22,Customer reported repeated unresolved issues.,Negative
CALL4296,C10869,2026-04-08,Customer was satisfied with the service.,Positive
CALL4297,C10334,2025-03-22,Customer is happy with the product.,Positive
CALL4298,C10677,2025-05-29,Customer was satisfied with the service.,Positive
CALL4299,C10992,2025-02-28,Customer contacted support for general information.,Neutral
CALL4300,C10720,2026-05-19,Customer complained about delayed service.,Negative
CALL4301,C10595,2025-09-05,Customer is happy with the product.,Positive
CALL4302,C10569,2026-04-28,Customer reported repeated unresolved issues.,Negative
CALL4303,C10367,2026-03-01,Customer complained about delayed service.,Negative
CALL4304,C10490,2026-05-11,Customer expressed dissatisfaction with pricing.,Negative
CALL4305,C10258,2025-07-12,Customer contacted support for general information.,Neutral
CALL4306,C10310,2025-04-11,Customer expressed dissatisfaction with pricing.,Negative
CALL4307,C10766,2025-07-14,Customer was satisfied with the service.,Positive
CALL4308,C10444,2026-01-30,Customer was satisfied with the service.,Positive
CALL4309,C10331,2026-03-06,Customer was satisfied with the service.,Positive
CALL4310,C10564,2025-12-09,Customer appreciated the quick resolution.,Positive
CALL4311,C10580,2026-05-28,Customer is happy with the product.,Positive
CALL4312,C10729,2026-04-20,Customer is happy with the product.,Positive
CALL4313,C10063,2025-07-09,Customer was satisfied with the service.,Positive
CALL4314,C10357,2026-02-09,Customer was satisfied with the service.,Positive
CALL4315,C10590,2026-05-13,Customer was satisfied with the service.,Positive
CALL4316,C10113,2026-01-17,Customer contacted support for general information.,Neutral
CALL4317,C10350,2026-02-04,Customer was satisfied with the service.,Positive
CALL4318,C10966,2026-03-01,Customer was satisfied with the service.,Positive
CALL4319,C10902,2026-02-09,Customer contacted support for general information.,Neutral
CALL4320,C10203,2026-05-08,Customer was satisfied with the service.,Positive
CALL4321,C10562,2025-04-06,Customer is happy with the product.,Positive
CALL4322,C10463,2025-09-02,Customer appreciated the quick resolution.,Positive
CALL4323,C10503,2026-03-08,Customer expressed dissatisfaction with pricing.,Negative
CALL4324,C10440,2025-06-20,Customer is happy with the product.,Positive
CALL4325,C10069,2026-06-10,Customer was satisfied with the service.,Positive
CALL4326,C10473,2025-08-25,Customer appreciated the quick resolution.,Positive
CALL4327,C10795,2026-01-12,Customer expressed dissatisfaction with pricing.,Negative
CALL4328,C10413,2025-07-16,Customer said they may consider another provider.,Negative
CALL4329,C10870,2025-12-18,Customer contacted support for general information.,Neutral
CALL4330,C10914,2025-01-31,Customer appreciated the quick resolution.,Positive
CALL4331,C10346,2026-01-07,Customer was satisfied with the service.,Positive
CALL4332,C10845,2026-04-05,Customer is happy with the product.,Positive
CALL4333,C10352,2026-06-11,Customer contacted support for general information.,Neutral
CALL4334,C10510,2025-01-29,Customer complained about delayed service.,Negative
CALL4335,C10360,2025-08-21,Customer expressed dissatisfaction with pricing.,Negative
CALL4336,C10213,2025-06-10,Customer is happy with the product.,Positive
CALL4337,C10799,2025-01-17,Customer contacted support for general information.,Neutral
CALL4338,C10676,2026-02-18,Customer is happy with the product.,Positive
CALL4339,C10662,2026-08-26,Customer is happy with the product.,Positive
CALL4340,C10990,2026-03-26,Customer contacted support for general information.,Neutral
CALL4341,C10533,2025-12-22,Customer said they may consider another provider.,Negative
CALL4342,C10202,2025-07-10,Customer contacted support for general information.,Neutral
CALL4343,C10027,2026-01-09,Customer contacted support for general information.,Neutral
CALL4344,C10840,2025-09-06,Customer is happy with the product.,Positive
CALL4345,C10802,2025-12-18,Customer contacted support for general information.,Neutral
CALL4346,C10663,2026-06-11,Customer contacted support for general information.,Neutral
CALL4347,C10698,2025-06-27,Customer appreciated the quick resolution.,Positive
CALL4348,C10410,2025-11-06,Customer contacted support for general information.,Neutral
CALL4349,C10673,2026-06-04,Customer appreciated the quick resolution.,Positive
CALL4350,C10627,2025-04-10,Customer reported repeated unresolved issues.,Negative
CALL4351,C10241,2026-01-19,Customer contacted support for general information.,Neutral
CALL4352,C10598,2025-07-10,Customer appreciated the quick resolution.,Positive
CALL4353,C10890,2026-02-24,Customer was satisfied with the service.,Positive
CALL4354,C10916,2025-03-18,Customer appreciated the quick resolution.,Positive
CALL4355,C10883,2026-06-09,Customer complained about delayed service.,Negative
CALL4356,C10645,2025-08-21,Customer appreciated the quick resolution.,Positive
CALL4357,C10980,2025-11-23,Customer contacted support for general information.,Neutral
CALL4358,C10906,2026-08-14,Customer was satisfied with the service.,Positive
CALL4359,C10859,2025-06-27,Customer is happy with the product.,Positive
CALL4360,C10131,2025-08-31,Customer reported repeated unresolved issues.,Negative
CALL4361,C10854,2026-03-07,Customer was satisfied with the service.,Positive
CALL4362,C10268,2026-03-27,Customer was satisfied with the service.,Positive
CALL4363,C10953,2025-01-17,Customer contacted support for general information.,Neutral
CALL4364,C10281,2026-04-29,Customer contacted support for general information.,Neutral
CALL4365,C10106,2025-12-29,Customer contacted support for general information.,Neutral
CALL4366,C10243,2025-06-10,Customer contacted support for general information.,Neutral
CALL4367,C10553,2025-11-07,Customer reported repeated unresolved issues.,Negative
CALL4368,C10865,2025-12-19,Customer appreciated the quick resolution.,Positive
CALL4369,C10055,2025-07-15,Customer is happy with the product.,Positive
CALL4370,C10680,2025-09-15,Customer is happy with the product.,Positive
CALL4371,C10918,2026-03-18,Customer appreciated the quick resolution.,Positive
CALL4372,C10416,2026-03-25,Customer contacted support for general information.,Neutral
CALL4373,C10491,2025-09-18,Customer was satisfied with the service.,Positive
CALL4374,C10125,2026-05-22,Customer appreciated the quick resolution.,Positive
CALL4375,C10112,2026-02-16,Customer contacted support for general information.,Neutral
CALL4376,C10579,2025-05-07,Customer contacted support for general information.,Neutral
CALL4377,C10698,2025-04-27,Customer said they may consider another provider.,Negative
CALL4378,C10487,2026-07-16,Customer appreciated the quick resolution.,Positive
CALL4379,C10364,2025-12-09,Customer appreciated the quick resolution.,Positive
CALL4380,C10351,2026-02-20,Customer complained about delayed service.,Negative
CALL4381,C10404,2025-01-26,Customer complained about delayed service.,Negative
CALL4382,C10047,2026-06-28,Customer contacted support for general information.,Neutral
CALL4383,C10641,2025-12-19,Customer appreciated the quick resolution.,Positive
CALL4384,C10076,2025-12-15,Customer contacted support for general information.,Neutral
CALL4385,C10403,2025-11-23,Customer complained about delayed service.,Negative
CALL4386,C10632,2025-07-30,Customer appreciated the quick resolution.,Positive
CALL4387,C10215,2025-07-26,Customer is happy with the product.,Positive
CALL4388,C10912,2026-08-07,Customer complained about delayed service.,Negative
CALL4389,C10230,2026-04-25,Customer said they may consider another provider.,Negative
CALL4390,C10211,2026-04-27,Customer appreciated the quick resolution.,Positive
CALL4391,C10707,2026-02-10,Customer was satisfied with the service.,Positive
CALL4392,C10534,2026-01-19,Customer contacted support for general information.,Neutral
CALL4393,C10127,2026-06-20,Customer contacted support for general information.,Neutral
CALL4394,C10463,2026-08-28,Customer reported repeated unresolved issues.,Negative
CALL4395,C10286,2025-06-14,Customer reported repeated unresolved issues.,Negative
CALL4396,C10603,2026-07-03,Customer appreciated the quick resolution.,Positive
CALL4397,C10235,2025-08-10,Customer is happy with the product.,Positive
CALL4398,C10490,2025-06-22,Customer is happy with the product.,Positive
CALL4399,C10325,2025-12-28,Customer appreciated the quick resolution.,Positive
CALL4400,C10167,2026-07-03,Customer contacted support for general information.,Neutral
CALL4401,C10344,2026-02-05,Customer is happy with the product.,Positive
CALL4402,C10530,2026-06-11,Customer said they may consider another provider.,Negative
CALL4403,C10021,2025-04-17,Customer is happy with the product.,Positive
CALL4404,C10946,2026-03-16,Customer reported repeated unresolved issues.,Negative
CALL4405,C10815,2026-08-21,Customer contacted support for general information.,Neutral
CALL4406,C10473,2025-11-21,Customer appreciated the quick resolution.,Positive
CALL4407,C10946,2026-08-28,Customer is happy with the product.,Positive
CALL4408,C10870,2025-11-17,Customer was satisfied with the service.,Positive
CALL4409,C10665,2025-08-13,Customer contacted support for general information.,Neutral
CALL4410,C10562,2026-07-07,Customer contacted support for general information.,Neutral
CALL4411,C10303,2025-07-26,Customer contacted support for general information.,Neutral
CALL4412,C10003,2025-01-30,Customer complained about delayed service.,Negative
CALL4413,C10566,2026-03-26,Customer contacted support for general information.,Neutral
CALL4414,C10064,2025-08-20,Customer was satisfied with the service.,Positive
CALL4415,C10288,2025-09-04,Customer contacted support for general information.,Neutral
CALL4416,C10998,2026-04-28,Customer contacted support for general information.,Neutral
CALL4417,C10703,2026-05-22,Customer contacted support for general information.,Neutral
CALL4418,C10471,2026-08-31,Customer is happy with the product.,Positive
CALL4419,C10668,2026-06-18,Customer was satisfied with the service.,Positive
CALL4420,C10608,2026-03-22,Customer appreciated the quick resolution.,Positive
CALL4421,C10415,2025-07-04,Customer expressed dissatisfaction with pricing.,Negative
CALL4422,C10528,2025-10-18,Customer is happy with the product.,Positive
CALL4423,C10769,2025-05-19,Customer contacted support for general information.,Neutral
CALL4424,C10223,2025-01-10,Customer was satisfied with the service.,Positive
CALL4425,C10027,2025-02-19,Customer complained about delayed service.,Negative
CALL4426,C10972,2025-12-07,Customer is happy with the product.,Positive
CALL4427,C10172,2026-02-06,Customer contacted support for general information.,Neutral
CALL4428,C10801,2025-12-26,Customer appreciated the quick resolution.,Positive
CALL4429,C10462,2025-03-10,Customer is happy with the product.,Positive
CALL4430,C10215,2025-11-15,Customer contacted support for general information.,Neutral
CALL4431,C10616,2025-06-13,Customer reported repeated unresolved issues.,Negative
CALL4432,C10311,2025-06-02,Customer is happy with the product.,Positive
CALL4433,C10004,2026-05-05,Customer complained about delayed service.,Negative
CALL4434,C10802,2026-08-01,Customer was satisfied with the service.,Positive
CALL4435,C10022,2025-11-21,Customer reported repeated unresolved issues.,Negative
CALL4436,C10163,2025-04-12,Customer is happy with the product.,Positive
CALL4437,C10564,2026-04-14,Customer appreciated the quick resolution.,Positive
CALL4438,C10429,2025-08-06,Customer contacted support for general information.,Neutral
CALL4439,C10896,2026-04-29,Customer contacted support for general information.,Neutral
CALL4440,C10576,2026-04-25,Customer reported repeated unresolved issues.,Negative
CALL4441,C10728,2026-06-18,Customer complained about delayed service.,Negative
CALL4442,C10998,2025-01-31,Customer contacted support for general information.,Neutral
CALL4443,C10081,2025-05-25,Customer contacted support for general information.,Neutral
CALL4444,C10096,2026-08-03,Customer reported repeated unresolved issues.,Negative
CALL4445,C10263,2025-08-27,Customer contacted support for general information.,Neutral
CALL4446,C10958,2025-01-18,Customer is happy with the product.,Positive
CALL4447,C10353,2026-01-21,Customer appreciated the quick resolution.,Positive
CALL4448,C10667,2025-12-01,Customer appreciated the quick resolution.,Positive
CALL4449,C10151,2026-05-16,Customer appreciated the quick resolution.,Positive
CALL4450,C10669,2026-05-23,Customer is happy with the product.,Positive
CALL4451,C10021,2025-08-05,Customer is happy with the product.,Positive
CALL4452,C10863,2026-05-20,Customer was satisfied with the service.,Positive
CALL4453,C10448,2025-10-18,Customer appreciated the quick resolution.,Positive
CALL4454,C10902,2025-11-25,Customer contacted support for general information.,Neutral
CALL4455,C10258,2025-01-05,Customer appreciated the quick resolution.,Positive
CALL4456,C10621,2025-07-07,Customer appreciated the quick resolution.,Positive
CALL4457,C10695,2025-01-08,Customer was satisfied with the service.,Positive
CALL4458,C10735,2025-07-04,Customer complained about delayed service.,Negative
CALL4459,C10105,2026-08-13,Customer appreciated the quick resolution.,Positive
CALL4460,C10629,2025-07-03,Customer contacted support for general information.,Neutral
CALL4461,C10254,2026-03-11,Customer contacted support for general information.,Neutral
CALL4462,C10619,2025-07-11,Customer reported repeated unresolved issues.,Negative
CALL4463,C10807,2025-02-28,Customer was satisfied with the service.,Positive
CALL4464,C10903,2025-01-17,Customer appreciated the quick resolution.,Positive
CALL4465,C10181,2026-02-23,Customer reported repeated unresolved issues.,Negative
CALL4466,C10279,2025-08-25,Customer expressed dissatisfaction with pricing.,Negative
CALL4467,C10823,2026-08-10,Customer was satisfied with the service.,Positive
CALL4468,C10154,2025-03-30,Customer said they may consider another provider.,Negative
CALL4469,C10010,2026-05-25,Customer said they may consider another provider.,Negative
CALL4470,C10794,2026-08-31,Customer contacted support for general information.,Neutral
CALL4471,C10857,2025-10-28,Customer was satisfied with the service.,Positive
CALL4472,C10631,2026-01-21,Customer expressed dissatisfaction with pricing.,Negative
CALL4473,C10713,2026-07-08,Customer complained about delayed service.,Negative
CALL4474,C10082,2025-08-10,Customer contacted support for general information.,Neutral
CALL4475,C10107,2025-10-10,Customer was satisfied with the service.,Positive
CALL4476,C10032,2025-04-03,Customer was satisfied with the service.,Positive
CALL4477,C10435,2026-01-29,Customer contacted support for general information.,Neutral
CALL4478,C10212,2025-11-03,Customer complained about delayed service.,Negative
CALL4479,C10284,2026-04-11,Customer contacted support for general information.,Neutral
CALL4480,C10455,2026-05-02,Customer was satisfied with the service.,Positive
CALL4481,C10208,2025-11-25,Customer expressed dissatisfaction with pricing.,Negative
CALL4482,C10359,2025-10-02,Customer said they may consider another provider.,Negative
CALL4483,C10549,2025-02-11,Customer contacted support for general information.,Neutral
CALL4484,C10329,2025-09-11,Customer complained about delayed service.,Negative
CALL4485,C10631,2025-09-16,Customer reported repeated unresolved issues.,Negative
CALL4486,C10449,2026-03-16,Customer contacted support for general information.,Neutral
CALL4487,C10763,2025-11-17,Customer contacted support for general information.,Neutral
CALL4488,C10175,2025-06-15,Customer is happy with the product.,Positive
CALL4489,C10716,2025-06-05,Customer expressed dissatisfaction with pricing.,Negative
CALL4490,C10890,2026-01-23,Customer contacted support for general information.,Neutral
CALL4491,C10988,2026-05-01,Customer was satisfied with the service.,Positive
CALL4492,C10427,2026-03-13,Customer is happy with the product.,Positive
CALL4493,C10183,2025-07-04,Customer complained about delayed service.,Negative
CALL4494,C10879,2026-03-07,Customer contacted support for general information.,Neutral
