product_id,customer_id,product_type,start_date,status
P1878,C10071,Loan,2023-11-25,Active
P1879,C10060,Investment,2022-01-11,Active
P1880,C10024,Insurance,2023-11-06,Pending
P1881,C10934,Insurance,2024-11-14,Active
P1882,C10360,Credit Card,2022-06-27,Active
P1883,C10570,Credit Card,2023-05-23,Active
P1884,C10167,Investment,2024-07-11,Active
P1885,C10956,Loan,2022-07-02,Closed
P1886,C10684,Loan,2023-09-03,Active
P1887,C10889,Loan,2023-05-27,Closed
P1888,C10069,Insurance,2024-06-17,Active
P1889,C10527,Investment,2024-06-04,Active
P1890,C10805,Insurance,2024-09-12,Active
P1891,C10114,Credit Card,2023-10-31,Active
P1892,C10572,Savings,2025-10-29,Active
P1893,C10826,Credit Card,2022-11-26,Active
P1894,C10406,Credit Card,2024-10-04,Pending
P1895,C10178,Investment,2022-08-17,Active
P1896,C10040,Credit Card,2024-08-04,Pending
P1897,C10279,Savings,2024-01-02,Active
P1898,C10632,Credit Card,2023-03-12,Active
P1899,C10674,Investment,2023-05-15,Active
P1900,C10081,Credit Card,2025-11-14,Active
P1901,C10941,Credit Card,2023-01-31,Closed
P1902,C10663,Insurance,2023-06-02,Active
P1903,C10017,Loan,2024-10-06,Pending
P1904,C10167,Credit Card,2022-09-25,Active
P1905,C10561,Loan,2023-10-17,Active
P1906,C10455,Insurance,2024-08-17,Closed
P1907,C10031,Credit Card,2022-11-09,Active
P1908,C10923,Savings,2023-10-08,Active
P1909,C10286,Credit Card,2022-10-20,Active
P1910,C10251,Insurance,2025-03-12,Active
P1911,C10019,Insurance,2025-06-10,Active
P1912,C10749,Credit Card,2022-08-01,Active
P1913,C10613,Investment,2022-04-29,Active
P1914,C10715,Savings,2025-01-15,Active
P1915,C10477,Insurance,2023-11-28,Active
P1916,C10046,Savings,2023-03-05,Closed
P1917,C10277,Investment,2023-11-16,Active
P1918,C10906,Loan,2023-05-14,Active
P1919,C10730,Insurance,2025-09-09,Active
P1920,C10692,Savings,2025-01-02,Active
P1921,C10872,Investment,2024-04-09,Closed
P1922,C10402,Investment,2025-05-25,Closed
P1923,C10133,Savings,2022-08-11,Pending
P1924,C10435,Insurance,2023-04-23,Closed
P1925,C10945,Insurance,2022-03-09,Closed
P1926,C10750,Loan,2025-06-02,Closed
P1927,C10729,Insurance,2025-04-04,Active
P1928,C10397,Credit Card,2024-09-25,Active
P1929,C10935,Investment,2023-03-17,Active
P1930,C10739,Credit Card,2024-10-08,Active
P1931,C10798,Savings,2025-04-26,Active
P1932,C10706,Loan,2025-09-05,Active
P1933,C10946,Credit Card,2025-06-26,Closed
P1934,C10528,Insurance,2023-04-10,Active
P1935,C10212,Loan,2024-07-25,Active
P1936,C10671,Credit Card,2023-09-05,Active
P1937,C10761,Loan,2023-05-18,Active
P1938,C10308,Insurance,2025-05-26,Active
P1939,C10596,Credit Card,2025-03-14,Active
P1940,C10873,Investment,2023-03-17,Active
P1941,C10034,Investment,2025-03-11,Active
P1942,C10794,Loan,2025-08-13,Active
P1943,C10524,Investment,2024-08-03,Active
P1944,C10695,Credit Card,2025-06-08,Active
P1945,C10159,Investment,2023-07-30,Active
P1946,C10935,Insurance,2024-06-07,Active
P1947,C10417,Insurance,2022-02-27,Active
P1948,C10414,Investment,2024-06-24,Active
P1949,C10182,Insurance,2022-12-28,Active
P1950,C10756,Loan,2024-07-02,Active
P1951,C10978,Loan,2023-08-31,Active
P1952,C10915,Investment,2023-02-05,Active
P1953,C10157,Loan,2024-10-15,Pending
P1954,C10459,Credit Card,2023-02-09,Active
P1955,C10111,Insurance,2024-08-10,Active
P1956,C10726,Savings,2023-06-09,Active
P1957,C10764,Investment,2025-11-03,Active
P1958,C10518,Loan,2022-10-26,Closed
P1959,C10479,Credit Card,2025-02-08,Active
P1960,C10944,Investment,2022-01-26,Active
P1961,C10597,Insurance,2022-05-03,Active
P1962,C10108,Insurance,2024-07-08,Active
P1963,C10769,Savings,2022-08-24,Closed
P1964,C10889,Loan,2023-08-31,Pending
P1965,C10432,Insurance,2023-05-25,Active
P1966,C10653,Savings,2025-04-04,Active
P1967,C10202,Credit Card,2024-06-19,Active
P1968,C10960,Credit Card,2023-04-09,Active
P1969,C10015,Insurance,2022-05-22,Pending
P1970,C10654,Investment,2024-08-06,Active
P1971,C10439,Insurance,2022-02-11,Closed
P1972,C10338,Loan,2024-08-08,Pending
P1973,C10947,Insurance,2022-02-24,Active
P1974,C10723,Insurance,2023-08-08,Active
P1975,C10138,Insurance,2025-01-10,Active
P1976,C10395,Loan,2024-07-07,Active
P1977,C10463,Savings,2024-10-07,Active
P1978,C10324,Loan,2022-03-29,Active
P1979,C10681,Credit Card,2024-12-22,Pending
P1980,C10743,Investment,2022-06-10,Active
P1981,C10213,Investment,2022-07-21,Active
P1982,C10449,Loan,2025-08-23,Active
P1983,C10223,Credit Card,2025-05-21,Closed
P1984,C10010,Investment,2023-06-14,Active
P1985,C10899,Insurance,2024-02-18,Active
P1986,C10003,Investment,2022-03-04,Active
P1987,C10507,Insurance,2022-11-11,Active
P1988,C10632,Investment,2023-06-30,Active
P1989,C10583,Insurance,2024-10-06,Active
P1990,C10927,Credit Card,2024-08-08,Active
P1991,C10504,Investment,2022-11-01,Active
P1992,C10792,Loan,2024-02-18,Active
P1993,C10543,Insurance,2024-04-11,Closed
P1994,C10701,Insurance,2025-10-18,Closed
P1995,C10124,Credit Card,2022-02-01,Active
P1996,C10121,Insurance,2022-07-30,Active
P1997,C10536,Loan,2023-05-13,Active
P1998,C10831,Credit Card,2024-07-13,Active
P1999,C10399,Savings,2024-09-08,Closed
P2000,C10420,Savings,2025-01-17,Pending
